"","Element ID","/Layer_1/Native&Riparian Veg. Percolation (-)(AF/year)"
"712",712,27.5326020200463
"713",713,16.9056046414307
"714",714,0
"715",715,17.1503184158029
"716",716,171.94121332175
"717",717,48.2430520120201
"718",718,4.3659986597439
"719",719,3.92827861753359
"720",720,38.6118431337828
"721",721,24.9407205943766
"722",722,18.9013584406836
"723",723,15.7645159412164
"724",724,195.307607853343
"725",725,65.9202565776935
"726",726,57.7599173705687
"727",727,75.9721026509747
"728",728,143.107615004751
"729",729,140.936782130718
"730",730,173.575727833161
"731",731,128.459941791143
"732",732,102.647272346017
"733",733,87.4582297982509
"734",734,62.083965390929
"735",735,86.4614375931954
"736",736,48.0193247837189
"737",737,85.9473086460861
"738",738,41.217110177774
"739",739,111.499148438361
"740",740,163.770469072541
"741",741,141.230774321909
"742",742,258.896583237659
"743",743,310.161259414845
"744",744,335.865947348183
"745",745,141.324047551377
"746",746,304.79697355231
"747",747,186.792695656515
"748",748,74.0993947667306
"749",749,141.209940625794
"750",750,251.361249575472
"751",751,180.204467354246
"752",752,124.700681333547
"753",753,41.3849227610323
"754",754,75.1404561720979
"755",755,54.2786712655577
"756",756,108.135031701367
"757",757,79.85242434274
"758",758,28.2729106564917
"759",759,55.4092708523819
"760",760,41.3735497097188
"761",761,76.9114310406053
"762",762,184.51416308616
"763",763,68.5759203351031
"764",764,83.7543186382771
"765",765,33.0250147192065
"766",766,157.006198465575
"767",767,198.425846495898
"768",768,190.989950289185
"769",769,244.389116705969
"770",770,191.031666849878
"771",771,125.376181128961
"772",772,187.550659896497
"773",773,197.400512073825
"774",774,235.287366705565
"775",775,67.6616774351969
"776",776,23.8851911973545
"777",777,0.301056844721746
"778",778,138.784023284551
"779",779,22.2463955247321
"780",780,20.5501241280569
"781",781,18.5170108711473
"782",782,52.962750865674
"783",783,70.0458220301548
"784",784,87.1278778405668
"785",785,106.123284344373
"786",786,60.6389581918455
"787",787,141.830687368905
"788",788,40.4375427375355
"789",789,67.8420906028672
"790",790,162.462806301917
"791",791,58.3647992677457
"792",792,114.8015004538
"793",793,130.611772575634
"794",794,102.723274205064
"795",795,5.32375485697349
"796",796,71.4813214206768
"797",797,0.113750761372397
"798",798,0
"799",799,45.4483941644082
"800",800,50.1146387333402
"801",801,120.311217921813
"802",802,115.282199451355
"803",803,106.626693926582
"804",804,150.376516948226
"805",805,165.816417899409
"806",806,88.8641602864474
"807",807,27.5267534302873
"808",808,25.0594799451311
"809",809,29.7543824327902
"810",810,80.9004711054877
"811",811,149.678524469553
"812",812,223.118062735235
"813",813,148.341712240713
"814",814,453.032462807241
"815",815,555.331305946677
"816",816,494.873072770167
"817",817,628.077092136209
"818",818,627.508598347452
"819",819,407.266482711144
"820",820,207.676260502685
"821",821,117.265544491188
"822",822,449.70028448976
"823",823,110.924115888384
"824",824,197.087377917983
"825",825,39.25948450459
"826",826,92.5001130172139
"827",827,103.544524669893
"828",828,160.385094163793
"829",829,131.21546643645
"830",830,242.188301003867
"831",831,203.628583722175
"832",832,70.6444700571895
"833",833,33.9590885425647
"834",834,161.603224204511
"835",835,179.570718633326
"836",836,191.407532155574
"837",837,395.060281682859
"838",838,226.993482636108
"839",839,190.544898036725
"840",840,166.410953891062
"841",841,209.760569385301
"842",842,181.955029180715
"843",843,100.316262725825
"844",844,213.967237555968
"845",845,135.100045910065
"846",846,161.234709476871
"847",847,129.727114757499
"848",848,91.499580839519
"849",849,170.610935260298
"850",850,13.8222754990933
"851",851,17.3931073177186
"852",852,185.77454458119
"853",853,244.323185075251
"854",854,26.5905557230975
"855",855,18.5894838168474
"856",856,10.8852898881322
"857",857,8.59058733218504
"858",858,47.1071858750256
"859",859,2.07318014878631
"860",860,10.3418281272878
"861",861,48.3843841406928
"862",862,13.2773389224795
"863",863,6.80856646391181
"864",864,14.5116013475103
"865",865,4.38679136040162
"866",866,7.43074324714292
"867",867,9.37800094734605
"868",868,83.1073849771611
"869",869,40.5872448729599
"870",870,93.9627065026713
"871",871,136.193453975989
"872",872,76.2458434269554
"873",873,105.511696360773
"874",874,71.1806625814192
"875",875,88.2493666093668
"876",876,72.5556212103525
"877",877,25.5810002664376
"878",878,135.884272627377
"879",879,119.138863404728
"880",880,92.6890402325033
"881",881,167.934689831373
"882",882,301.945396422786
"883",883,465.543370187807
"884",884,684.204864450268
"885",885,650.100093995257
"886",886,517.546220251693
"887",887,531.786793999372
"888",888,513.704088501369
"889",889,222.098777297463
"890",890,1086.08782179613
"891",891,837.593165483033
"892",892,154.32301425001
"893",893,87.7092361884714
"894",894,117.103290769559
"895",895,33.7831664833195
"896",896,163.318226224387
"897",897,240.953260701894
"898",898,266.195130756971
"899",899,193.515852804428
"900",900,96.4491201750379
"901",901,331.926239816877
"902",902,113.21513980879
"903",903,506.720290593026
"904",904,355.722614106627
"905",905,272.444967273018
"906",906,156.583699897936
"907",907,76.3389153866157
"908",908,123.149651933671
"909",909,225.242548372048
"910",910,236.437699444185
"911",911,161.728430857955
"912",912,62.8735861642082
"913",913,191.371815177501
"914",914,180.947081811093
"915",915,144.852506246348
"916",916,54.3030515286371
"917",917,15.8456337726414
"918",918,9.07789375047265
"919",919,188.678970959275
"920",920,111.832855999103
"921",921,162.126886044295
"922",922,277.15994958802
"923",923,119.18901826616
"924",924,241.410946923112
"925",925,111.816486065559
"926",926,68.9324081939574
"927",927,8.76258344569633
"928",928,73.5853529636357
"929",929,35.95819377883
"930",930,31.6344907121791
"931",931,5.06291514996121
"932",932,52.6384359504536
"933",933,24.9105455558285
"934",934,4.68788314620379
"935",935,18.9602003777208
"936",936,7.64119374218885
"937",937,10.6428063717972
"938",938,89.6981787355904
"939",939,22.5499774536889
"940",940,19.1786043039872
"941",941,14.3665123386398
"942",942,22.9001289512078
"943",943,33.4751342040755
"944",944,128.779142214863
"945",945,61.9620343434309
"946",946,73.9269702685446
"947",947,139.630320257776
"948",948,122.536809258865
"949",949,40.7650404287583
"950",950,118.969138670593
"951",951,426.582393466478
"952",952,416.071935236761
"953",953,312.172031548655
"954",954,357.782644923617
"955",955,400.558967569412
"956",956,141.835969139822
"957",957,479.974011108874
"958",958,414.909828874847
"959",959,387.538347746448
"960",960,827.508675996358
"961",961,138.279181864707
"962",962,326.451357727298
"963",963,507.673355478232
"964",964,136.60703094738
"965",965,271.920449681054
"966",966,289.000048959152
"967",967,278.354026711861
"968",968,95.8179134759348
"969",969,528.993455222495
"970",970,467.265333844503
"971",971,240.970701071147
"972",972,52.3175085273097
"973",973,9.98494141527753
"974",974,79.3921425165444
"975",975,208.694846921115
"976",976,210.227037697979
"977",977,226.703632121051
"978",978,54.668215209553
"979",979,128.900085492621
"980",980,181.371657272518
"981",981,233.877885703477
"982",982,34.2767244435592
"983",983,9.06013727289775
"984",984,20.7879031111828
"985",985,17.3801223928715
"986",986,196.023018655907
"987",987,86.9827125940404
"988",988,40.3900876213564
"989",989,70.6314989111811
"990",990,37.9975164772719
"991",991,274.753178895316
"992",992,200.771248054743
"993",993,148.03434317119
"994",994,122.39694217968
"995",995,97.1630734528342
"996",996,0
"997",997,0
"998",998,78.1612769826425
"999",999,37.2956932654556
"1000",1000,1.75262525710841
"1001",1001,11.575718729358
"1002",1002,81.2116147820881
"1003",1003,51.4599199266043
"1004",1004,34.2202022453287
"1005",1005,59.4086070079095
"1006",1006,29.077755222342
"1007",1007,30.9299942680599
"1008",1008,23.6440380294685
"1009",1009,204.812761126814
"1010",1010,142.412017009224
"1011",1011,403.993334022537
"1012",1012,222.652942196283
"1013",1013,138.940340983563
"1014",1014,436.332935930908
"1015",1015,352.916669830782
"1016",1016,526.321587747001
"1017",1017,459.923447249222
"1018",1018,185.701304127291
"1019",1019,580.288248125113
"1020",1020,471.37935879651
"1021",1021,626.546059954642
"1022",1022,506.938431467375
"1023",1023,538.490229783546
"1024",1024,522.881499357448
"1025",1025,134.247129885224
"1026",1026,351.2559674733
"1027",1027,388.045832669669
"1028",1028,298.88082838702
"1029",1029,135.825685139296
"1030",1030,463.67746714696
"1031",1031,165.991252650235
"1032",1032,340.499271933637
"1033",1033,51.0822229635924
"1034",1034,188.9532524047
"1035",1035,195.167090585674
"1036",1036,107.381615626504
"1037",1037,302.036410369147
"1038",1038,136.58412875208
"1039",1039,238.356462192464
"1040",1040,189.222541954728
"1041",1041,91.5802949520466
"1042",1042,188.652255605722
"1043",1043,176.371795568303
"1044",1044,118.885420990653
"1045",1045,32.954201425228
"1046",1046,377.476132817462
"1047",1047,446.441674680728
"1048",1048,548.556106882244
"1049",1049,239.88719698837
"1050",1050,209.147190455952
"1051",1051,291.050216411548
"1052",1052,247.971661436689
"1053",1053,92.9323744009216
"1054",1054,236.279910591943
"1055",1055,162.536918007404
"1056",1056,194.770195259214
"1057",1057,85.9231760025199
"1058",1058,0
"1059",1059,0
"1060",1060,0
"1061",1061,0
"1062",1062,18.5543581738761
"1063",1063,54.6262362949214
"1064",1064,59.9903844829714
"1065",1065,31.1984175398636
"1066",1066,41.6077539715453
"1067",1067,49.9688234086261
"1068",1068,172.706007886773
"1069",1069,173.769490707722
"1070",1070,290.24820925254
"1071",1071,318.949999339868
"1072",1072,308.591402325786
"1073",1073,340.915852641484
"1074",1074,172.376154885657
"1075",1075,206.148535412859
"1076",1076,232.487460276104
"1077",1077,337.057027291454
"1078",1078,361.578899766256
"1079",1079,477.096447449843
"1080",1080,278.771989517688
"1081",1081,187.596339276827
"1082",1082,176.058981746443
"1083",1083,92.8436018945275
"1084",1084,259.384542790355
"1085",1085,445.242856728549
"1086",1086,303.83893723812
"1087",1087,560.2366055394
"1088",1088,748.517612772592
"1089",1089,461.0790118
"1090",1090,191.34077628221
"1091",1091,393.60259602359
"1092",1092,361.594837992972
"1093",1093,318.29693678723
"1094",1094,447.464891994872
"1095",1095,400.49251953162
"1096",1096,403.849287203115
"1097",1097,207.210383158808
"1098",1098,192.304146306515
"1099",1099,194.27176705853
"1100",1100,142.362605777054
"1101",1101,141.410673734245
"1102",1102,63.9277796597763
"1103",1103,138.583315995547
"1104",1104,177.400939529705
"1105",1105,125.21014832108
"1106",1106,34.1424842767595
"1107",1107,33.4951707846025
"1108",1108,27.9078846960434
"1109",1109,47.3395282967781
"1110",1110,71.5553783456691
"1111",1111,132.363842810676
"1112",1112,288.348067370248
"1113",1113,226.381819432107
"1114",1114,429.795980347245
"1115",1115,554.281310905709
"1116",1116,181.330600817487
"1117",1117,392.709888880246
"1118",1118,170.985524966004
"1119",1119,210.096513453236
"1120",1120,239.066369587495
"1121",1121,224.401242688666
"1122",1122,192.236059744886
"1123",1123,278.068309289245
"1124",1124,178.448871822146
"1125",1125,68.2796733555162
"1126",1126,0
"1127",1127,0
"1128",1128,0
"1129",1129,93.8159402168853
"1130",1130,26.4739656637491
"1131",1131,89.177580821098
"1132",1132,202.7268577601
"1133",1133,225.983529794864
"1134",1134,113.801293573313
"1135",1135,187.49637389695
"1136",1136,139.581020644737
"1137",1137,266.872048888008
"1138",1138,182.298136535664
"1139",1139,137.126417998154
"1140",1140,28.5189070622974
"1141",1141,220.982574790402
"1142",1142,129.269421146596
"1143",1143,135.617647856234
"1144",1144,303.04163856697
