"","Element ID","/Layer_1/Native&Riparian Veg. Beginning Storage (+)(AF/year)"
"302",302,5276.21071417881
"303",303,203.50421989494
"304",304,286.716066634103
"305",305,305.314603958363
"306",306,37.2650818612754
"307",307,702.37262862934
"308",308,2604.37412302613
"309",309,1674.36544887161
"310",310,2865.07853683305
"311",311,687.951487858449
"312",312,657.089197670122
"313",313,1429.58032430952
"314",314,937.322787052164
"315",315,79.4703106924797
"316",316,28.7132833052855
"317",317,281.96901637703
"318",318,709.711076717409
"319",319,498.887391056113
"320",320,82.0659529511278
"321",321,498.812606672499
"322",322,1262.29653532366
"323",323,316.784960922428
"324",324,0
"325",325,0
"326",326,138.032143006484
"327",327,145.257788301644
"328",328,0
"329",329,2076.77346626685
"330",330,1439.45549475982
"331",331,1119.84666425053
"332",332,134.484712439351
"333",333,1677.56130710228
"334",334,1176.28787915173
"335",335,1040.92064532195
"336",336,218.994754434732
"337",337,1872.27799321748
"338",338,1611.09243572765
"339",339,3145.43689642799
"340",340,4494.39612334456
"341",341,5083.64269858941
"342",342,4650.61016552903
"343",343,5034.51478997111
"344",344,4595.93697037634
"345",345,5068.79149017449
"346",346,6030.06090209413
"347",347,320.726633329229
"348",348,2517.93584062097
"349",349,0
"350",350,0
"351",351,0
"352",352,913.452280429416
"353",353,2421.45899406973
"354",354,4066.72464276066
"355",355,3430.73269124831
"356",356,2554.4335596193
"357",357,842.972848089425
"358",358,2016.45850690663
"359",359,962.998992839477
"360",360,174.323285795906
"361",361,303.136170430043
"362",362,1005.88429482834
"363",363,16.2971595302655
"364",364,1779.24613657507
"365",365,3639.07518070097
"366",366,0
"367",367,0
"368",368,0
"369",369,0
"370",370,0
"371",371,0
"372",372,236.147394602753
"373",373,1543.20107990749
"374",374,899.710982497883
"375",375,783.041339254628
"376",376,199.354984724471
"377",377,618.643514763946
"378",378,68.1216082610873
"379",379,407.228387746602
"380",380,650.298353003889
"381",381,462.946741176504
"382",382,21.4525936648052
"383",383,48.9493769098023
"384",384,1441.10476330845
"385",385,3238.33515646285
"386",386,3645.72824007926
"387",387,1698.72564715681
"388",388,3939.56672293553
"389",389,4952.70737825998
"390",390,5173.91179842653
"391",391,2327.43357911705
"392",392,2484.55189476715
"393",393,6604.80649555118
"394",394,2225.89713725447
"395",395,7550.98791896136
"396",396,1888.79345212113
"397",397,3129.19994697893
"398",398,0
"399",399,6468.61133501998
"400",400,6185.26226636374
"401",401,1479.41431004405
"402",402,423.521160974436
"403",403,1313.42261649969
"404",404,0
"405",405,0
"406",406,5223.30102946562
"407",407,3475.85739324297
"408",408,2180.08334462126
"409",409,2232.5825174462
"410",410,0
"411",411,0
"412",412,4991.4470684907
"413",413,5440.71856315205
"414",414,4566.5700959
"415",415,3393.89887940363
"416",416,4800.66783664644
"417",417,0
"418",418,0
"419",419,0
"420",420,0
"421",421,0
"422",422,226.702076759628
"423",423,2.7132742513521
"424",424,614.300316839989
"425",425,299.083039846267
"426",426,8.66848625609682
"427",427,451.26133033852
"428",428,98.4175443111903
"429",429,383.423628972505
"430",430,1395.68912637553
"431",431,1191.8512869462
"432",432,3092.71742808815
"433",433,4110.57881853412
"434",434,2201.20316289319
"435",435,2638.94372260511
"436",436,3313.26871301017
"437",437,1643.87482469997
"438",438,3853.083566234
"439",439,4021.40045362883
"440",440,1656.70211695361
"441",441,3653.046061747
"442",442,4321.05683979147
"443",443,2888.39632752383
"444",444,5753.98516523333
"445",445,1835.99858450515
"446",446,3600.01410198961
"447",447,0
"448",448,5609.65636316955
"449",449,6405.32482771133
"450",450,7701.61046585671
"451",451,7663.16863668426
"452",452,9234.05210379969
"453",453,687.757073977132
"454",454,1302.86571943182
"455",455,7416.87736495585
"456",456,5896.31353846104
"457",457,0
"458",458,0
"459",459,4503.92036179874
"460",460,6280.50131116507
"461",461,5891.2751261467
"462",462,4468.77604852611
"463",463,4939.62850355868
"464",464,4452.7915190194
"465",465,5383.85075184556
"466",466,0
"467",467,0
"468",468,0
"469",469,0
"470",470,403.638484445194
"471",471,372.930586020751
"472",472,538.746994207205
"473",473,368.648793918336
"474",474,0
"475",475,542.933629173971
"476",476,814.555638706508
"477",477,1028.18231780718
"478",478,951.254546132498
"479",479,2383.67975714145
"480",480,1479.18970263581
"481",481,736.526806682488
"482",482,1889.06120278418
"483",483,2894.40555076404
"484",484,2812.72057397528
"485",485,2762.11388801757
"486",486,1324.19396504803
"487",487,1463.25186594456
"488",488,3147.90984760041
"489",489,2613.8477675163
"490",490,2220.10862852147
"491",491,2678.67749082406
"492",492,1099.89943294111
"493",493,2365.94823295035
"494",494,3446.6714521816
"495",495,2178.61953948172
"496",496,3457.9558598946
"497",497,4040.26145528256
"498",498,4931.99474397265
"499",499,7343.52207143034
"500",500,5956.66984721925
"501",501,6035.74689387447
"502",502,6084.94888195782
"503",503,7976.72944809074
"504",504,6872.28796484523
"505",505,5969.98667581303
"506",506,7469.78588818713
"507",507,7744.36608575032
"508",508,3398.07784328995
"509",509,7178.28494525084
"510",510,2631.22964869752
"511",511,4771.45544519136
"512",512,5167.14949427148
"513",513,5495.26276511631
"514",514,7238.7573729511
"515",515,5536.41512898599
"516",516,5743.50457958729
"517",517,7352.87839025168
"518",518,5640.62747534119
"519",519,0
"520",520,4503.16102984655
"521",521,128.661693577084
"522",522,187.627633119638
"523",523,780.625434848465
"524",524,553.714368765377
"525",525,329.448399337897
"526",526,869.452994737594
"527",527,1067.05963091176
"528",528,1107.56680097355
"529",529,161.072775643108
"530",530,2076.64814343002
"531",531,2947.32534196034
"532",532,2550.33139409605
"533",533,2982.8339021023
"534",534,2723.09923840684
"535",535,2759.58895533972
"536",536,1301.6972857793
"537",537,2564.29220386566
"538",538,2492.61429484596
"539",539,2159.75671626147
"540",540,2247.17402996479
"541",541,1866.12343506674
"542",542,1532.50617981697
"543",543,621.423229327777
"544",544,2145.78414979065
"545",545,838.531807465849
"546",546,1221.32829050561
"547",547,2287.23804261401
"548",548,3367.85874039286
"549",549,4511.02183931054
"550",550,2222.5431743045
"551",551,7893.201884036
"552",552,7252.09113902848
"553",553,2563.63795491201
"554",554,4534.88097089349
"555",555,3964.0705508542
"556",556,2819.87218521408
"557",557,4171.88181093477
"558",558,4393.1018400278
"559",559,2661.39872567552
"560",560,6617.74642266964
"561",561,6458.90564112457
"562",562,5633.5449522279
"563",563,6874.3875263282
"564",564,4592.85357710491
"565",565,6875.61605815627
"566",566,5748.99169956465
"567",567,6757.48360808597
"568",568,6716.63036497727
"569",569,8043.12942097347
"570",570,2749.645287831
"571",571,5099.03005069659
"572",572,6967.58187925746
"573",573,5601.99791408211
"574",574,6505.36840586359
"575",575,7566.56940127986
"576",576,7140.01044120448
"577",577,4997.20713899401
"578",578,860.330201320726
"579",579,751.747041009066
"580",580,710.044909511423
"581",581,366.204760434413
"582",582,315.780453117804
"583",583,247.193202221933
"584",584,1.23236966694079
"585",585,539.283889084622
"586",586,1885.69409228891
"587",587,2825.22109727698
"588",588,2766.6716856117
"589",589,3483.73198120595
"590",590,2731.19292890259
"591",591,3267.1236963887
"592",592,1439.19761762008
"593",593,1395.00960889512
"594",594,1438.43572273424
"595",595,1792.36521500779
"596",596,1127.34539296454
"597",597,1255.28809291954
"598",598,600.461960190249
"599",599,1367.54856101221
"600",600,1046.73038475355
"601",601,280.993240789415
"602",602,113.410620591866
"603",603,258.361970084841
"604",604,278.15630213008
"605",605,529.868223201362
"606",606,259.973381713486
"607",607,3159.79418994876
"608",608,1978.30576449186
"609",609,6169.41020195706
"610",610,6704.48825463181
"611",611,10080.6489764149
"612",612,5527.57145469179
"613",613,9913.76009068793
"614",614,6122.36116699636
"615",615,2251.88840068785
"616",616,419.285888887377
"617",617,1810.93984582573
"618",618,882.329998846094
"619",619,672.345909516649
"620",620,1865.85018581172
"621",621,2260.98823965476
"622",622,3488.85901764824
"623",623,3906.44442373496
"624",624,4926.12773743521
"625",625,5188.95697340402
"626",626,3813.5086308441
"627",627,6392.38096719845
"628",628,4546.05101742554
"629",629,1158.73695035842
"630",630,1965.81226680437
"631",631,5225.81319894571
"632",632,7563.83370641598
"633",633,6980.3434313596
"634",634,6307.68269749439
"635",635,5726.15093570583
"636",636,5280.83475501469
"637",637,7315.23075765674
"638",638,5962.9916762093
"639",639,0
"640",640,5190.6043418792
"641",641,0
"642",642,5581.27796830145
"643",643,2609.49162952542
"644",644,848.723418792221
"645",645,4839.0957752336
"646",646,793.494835821907
"647",647,691.083839421525
"648",648,22.2087684301229
"649",649,152.225390857887
"650",650,0
"651",651,188.120873791301
"652",652,40.6636273109872
"653",653,1552.590089065
"654",654,1852.87146013024
"655",655,1620.66120056531
"656",656,1052.67869630327
"657",657,3072.42984095397
"658",658,997.970345426792
"659",659,1630.34026886269
"660",660,1057.10917085979
"661",661,1156.32893581071
"662",662,590.549592394635
"663",663,988.159149986829
"664",664,320.051007892291
"665",665,91.5815515266402
"666",666,406.68439068939
"667",667,215.391303451863
"668",668,568.881333984546
"669",669,808.987952801005
"670",670,678.964124763151
"671",671,277.360331245251
"672",672,1525.35138928248
"673",673,1359.44215002497
"674",674,744.704313199398
"675",675,155.80889976221
"676",676,281.638532950766
"677",677,458.257465082893
"678",678,3438.98325705948
"679",679,8658.00963332323
"680",680,5426.54174621339
"681",681,715.052643916029
"682",682,1304.56398077528
"683",683,882.34847959103
"684",684,492.81425066109
"685",685,824.81251419895
"686",686,620.9963369365
"687",687,2441.38459201479
"688",688,1301.74477042761
"689",689,1739.9880736287
"690",690,1476.22995390559
"691",691,1276.38162027759
"692",692,632.053500148466
"693",693,1100.20551727862
"694",694,3443.32090661782
"695",695,1806.97858087961
"696",696,1854.39939078654
"697",697,282.533467905893
"698",698,1640.61165404954
"699",699,1414.38029163835
"700",700,1864.11804739977
"701",701,3764.74760396689
"702",702,5464.44312586242
"703",703,4938.78726386468
"704",704,521.466461576114
"705",705,6061.29130696287
"706",706,0
"707",707,0
"708",708,394.977463229299
"709",709,81.6002151640042
"710",710,238.932685906259
"711",711,323.186391875996
"712",712,271.677694414854
"713",713,234.659347454054
"714",714,0
"715",715,586.711198567283
"716",716,1050.76985525216
"717",717,272.228436832161
"718",718,72.6030137861036
"719",719,95.7636304342995
"720",720,839.419252383828
"721",721,578.326578719279
"722",722,492.967814552957
"723",723,261.03379978556
"724",724,1309.19912276884
"725",725,291.82501653671
"726",726,200.079091553845
"727",727,394.846659643707
"728",728,990.863878406016
"729",729,1147.91488650357
"730",730,1734.7966307275
"731",731,1336.36452810633
"732",732,870.524163099083
"733",733,392.463258171219
"734",734,350.277966184727
"735",735,379.977641140676
"736",736,312.83894023125
"737",737,409.772552907118
"738",738,154.444444233522
"739",739,1143.50328479346
"740",740,1789.49104920578
"741",741,1790.05940753582
"742",742,1940.60837031809
"743",743,1612.66993954511
"744",744,1710.89244087777
"745",745,704.648730194068
"746",746,1968.50141764626
"747",747,982.620789802342
"748",748,418.186484760616
"749",749,718.160394570526
"750",750,1291.25504129138
"751",751,1106.45506180568
"752",752,1599.8999477268
"753",753,254.57511629013
"754",754,1760.46739484305
"755",755,1719.07220729392
"756",756,3440.81652456994
"757",757,4889.06670999865
"758",758,1807.44836274487
"759",759,1254.01292535134
"760",760,1447.98495241083
"761",761,1375.78162345858
"762",762,2156.20392279004
"763",763,4321.47385603348
"764",764,3599.98815596217
"765",765,1856.83294511702
"766",766,1091.64225934717
"767",767,1589.10340617174
"768",768,1448.31388492277
"769",769,2377.86903893219
"770",770,1301.14635900061
"771",771,2120.12001096773
"772",772,1236.45206648308
"773",773,1062.98528210347
"774",774,1316.92315723209
"775",775,263.365818562732
"776",776,216.973131859283
"777",777,5.55381100308721
"778",778,570.770807949243
"779",779,238.023852832517
"780",780,100.940369773654
"781",781,267.289050966333
"782",782,276.130467740471
"783",783,457.509620499042
"784",784,459.587083722496
"785",785,415.690388046164
"786",786,291.42554980925
"787",787,684.692895777664
"788",788,334.164116167283
"789",789,174.12981631606
"790",790,817.544684381709
"791",791,543.136726694982
"792",792,595.941229753393
"793",793,737.849460398168
"794",794,1669.16582580528
"795",795,265.345258309406
"796",796,732.224232189777
"797",797,3.43790460399714
"798",798,0
"799",799,307.306330977913
"800",800,219.680503055071
"801",801,533.025795931253
"802",802,563.919947517607
"803",803,551.296637178412
"804",804,827.493745600595
"805",805,945.238354666765
"806",806,567.125723042193
"807",807,316.869699491042
"808",808,216.483608234526
"809",809,249.822634828436
"810",810,930.737373820113
"811",811,1994.87472620065
"812",812,2048.45280775921
"813",813,1887.07434315765
"814",814,2312.40773715552
"815",815,2758.05404734969
"816",816,2464.83267878958
"817",817,3219.26097613183
"818",818,3118.16230747185
"819",819,2977.38689225324
"820",820,1566.80898758051
"821",821,933.1388268342
"822",822,3543.50385634596
"823",823,1555.36914881042
"824",824,1293.31067202928
"825",825,532.805215502599
"826",826,1694.6289062982
"827",827,2301.01881604794
"828",828,3608.87414393419
"829",829,3892.74563173133
"830",830,5726.07982929802
"831",831,4047.31363643701
"832",832,3417.28638447361
"833",833,1061.49354167797
"834",834,3419.68684882984
"835",835,4494.24990696345
"836",836,1607.77171662778
"837",837,3062.60632450823
"838",838,2328.73432096958
"839",839,3287.66638766089
"840",840,2971.03694602038
"841",841,2633.04581487362
"842",842,2903.84356749676
"843",843,1092.24666048887
"844",844,1675.09065923547
"845",845,2498.69394439387
"846",846,1261.78460919588
"847",847,1587.51308714517
"848",848,1605.75811415344
"849",849,1874.78463979171
"850",850,84.1338765869931
"851",851,128.034981927893
"852",852,2734.92180857294
"853",853,3055.6457789815
"854",854,466.717623004165
"855",855,219.206040292445
"856",856,109.253407016193
"857",857,65.2046025368366
"858",858,775.883956894627
"859",859,57.6160805774239
"860",860,109.013537563837
"861",861,626.262193504078
"862",862,255.864009166427
"863",863,52.6363648408321
"864",864,394.591296034207
"865",865,133.758054102631
"866",866,136.824889382586
"867",867,239.706673505005
"868",868,336.178976672147
"869",869,196.085262963468
"870",870,353.561009768447
"871",871,466.805830641143
"872",872,448.584679703785
"873",873,266.115616262381
"874",874,274.120367651056
"875",875,738.192213673857
"876",876,700.482290487403
"877",877,279.461320822507
"878",878,1904.79367816974
"879",879,1218.75514569056
"880",880,1024.432535774
"881",881,1641.37053534504
"882",882,2141.37298280701
"883",883,2563.76271167096
"884",884,3388.76434731207
"885",885,3628.24566037297
"886",886,3297.03821362531
"887",887,3136.67952253104
"888",888,3042.05542872034
"889",889,1125.41529408005
"890",890,5585.211757676
"891",891,4157.98294646683
"892",892,1193.59464800554
"893",893,506.66480411637
"894",894,1292.16769474747
"895",895,664.229975219744
"896",896,3225.5795344683
"897",897,4673.76266558678
"898",898,4492.25534196494
"899",899,3303.43852500603
"900",900,1806.81750287874
"901",901,5841.4813561285
"902",902,2234.8420916443
"903",903,3346.62280245914
"904",904,3716.69140327207
"905",905,4126.88273286968
"906",906,3018.17712993328
"907",907,3166.11478272013
"908",908,2859.98457863473
"909",909,2260.60359338672
"910",910,1550.95318236201
"911",911,3204.04461039895
"912",912,1535.38333157179
"913",913,3486.44938986217
"914",914,1948.36580450272
"915",915,2826.71444924007
"916",916,1075.83110952131
"917",917,119.645110526197
"918",918,77.3459522222301
"919",919,1768.61038841509
"920",920,503.712542275947
"921",921,3390.82304225355
"922",922,2163.0386363067
"923",923,902.569737456539
"924",924,2827.82701487444
"925",925,1432.60446901836
"926",926,1264.29052982341
"927",927,170.731571934972
"928",928,1325.1245104446
"929",929,614.393657727792
"930",930,558.932590207166
"931",931,106.315005464508
"932",932,351.354723803376
"933",933,373.838959677946
"934",934,45.1415456181673
"935",935,374.801987792228
"936",936,132.169284102323
"937",937,213.828378285065
"938",938,1441.16459219175
"939",939,412.795830756387
"940",940,302.604691633113
"941",941,83.8861166319809
"942",942,81.3939174518666
"943",943,224.726422564899
"944",944,1065.75442106626
"945",945,446.430498213792
"946",946,988.025316255302
"947",947,1359.41497384984
"948",948,471.688935455869
"949",949,403.080881685484
"950",950,680.514196331214
"951",951,2179.60171481095
"952",952,2374.1533167011
"953",953,3458.4373276187
"954",954,3793.18739360259
"955",955,4117.1353809575
"956",956,1390.39125260859
"957",957,4017.32248520513
"958",958,3702.00492565624
"959",959,2536.95638645436
"960",960,3259.69854279231
"961",961,2604.71890053429
"962",962,6392.35839167215
"963",963,9752.52691292619
"964",964,2338.1209016031
"965",965,4961.15486011697
"966",966,5305.7676289356
"967",967,4912.52051450183
"968",968,1781.19639563442
"969",969,3918.41443855782
"970",970,4553.46138906395
"971",971,4268.84645244452
"972",972,1162.3181156421
"973",973,115.329119423327
"974",974,491.277704926801
"975",975,2942.86245397516
"976",976,1826.79743128718
"977",977,3586.47675292433
"978",978,519.964441873711
"979",979,1952.60897838244
"980",980,2354.17877872769
"981",981,1539.72414991447
"982",982,204.487200177036
"983",983,60.718714157886
"984",984,140.901820346926
"985",985,215.729638464891
"986",986,2615.39078092146
"987",987,1293.19489321679
"988",988,587.451686911868
"989",989,513.483664736736
"990",990,729.307685599876
"991",991,5383.01754010941
"992",992,3459.31138805084
"993",993,1447.33707024636
"994",994,945.357443854783
"995",995,1709.72686171483
"996",996,0
"997",997,0
"998",998,1467.85929948121
"999",999,679.49234984349
"1000",1000,59.908582700509
"1001",1001,64.5170001698392
"1002",1002,380.36815549645
"1003",1003,193.97638539147
"1004",1004,160.277318088034
"1005",1005,235.019757971164
"1006",1006,106.735178002693
"1007",1007,233.473296561021
"1008",1008,368.836219829589
"1009",1009,1420.34035025618
"1010",1010,740.402906681641
"1011",1011,2183.09434461611
"1012",1012,2327.72865799297
"1013",1013,1354.06569107606
"1014",1014,3761.7277702717
"1015",1015,3343.1330304091
"1016",1016,4356.87412604197
"1017",1017,4203.19153035688
"1018",1018,1845.00703671111
"1019",1019,3122.65132029978
"1020",1020,2193.83805418352
"1021",1021,3508.24886397097
"1022",1022,9887.85867553415
"1023",1023,9590.12916589588
"1024",1024,8943.32863410264
"1025",1025,2510.37007586127
"1026",1026,6148.51033544582
"1027",1027,6884.15100665204
"1028",1028,5489.4358631378
"1029",1029,2417.16937228925
"1030",1030,4933.58320785932
"1031",1031,6542.82804229854
"1032",1032,3736.88153108825
"1033",1033,404.306708159793
"1034",1034,1932.6044456887
"1035",1035,2638.24013672248
"1036",1036,1653.46340470288
"1037",1037,4172.16496629135
"1038",1038,2642.49108359469
"1039",1039,3256.78695891944
"1040",1040,3326.79490081173
"1041",1041,847.220188931195
"1042",1042,1715.53997563377
"1043",1043,2456.31647018385
"1044",1044,1672.14292129996
"1045",1045,627.143470216321
"1046",1046,4629.68828740239
"1047",1047,2525.94588791696
"1048",1048,2915.09571200799
"1049",1049,4503.48487635572
"1050",1050,6032.6750793594
"1051",1051,5650.45424028026
"1052",1052,4050.63422882873
"1053",1053,1396.91771934948
"1054",1054,2233.59709938209
"1055",1055,1658.14335467234
"1056",1056,3417.20845827474
"1057",1057,1512.7103966107
"1058",1058,0
"1059",1059,0
"1060",1060,0
"1061",1061,0
"1062",1062,399.294284610847
"1063",1063,166.218009770664
"1064",1064,329.892471052893
"1065",1065,121.844353485198
"1066",1066,161.569364157686
"1067",1067,205.29970394118
"1068",1068,919.607216111788
"1069",1069,1210.65017498983
"1070",1070,1545.12481310098
"1071",1071,1708.39553726063
"1072",1072,3067.84926652747
"1073",1073,2901.87146288622
"1074",1074,1257.70388508299
"1075",1075,1912.07571464959
"1076",1076,2203.01502647275
"1077",1077,3805.63820100175
"1078",1078,4218.05664912041
"1079",1079,2829.30664088517
"1080",1080,1750.56236099674
"1081",1081,853.139993733137
"1082",1082,822.58239447052
"1083",1083,500.321550722714
"1084",1084,1508.71732726982
"1085",1085,2914.51841750103
"1086",1086,5041.80330485561
"1087",1087,10630.1650725491
"1088",1088,12659.2059411528
"1089",1089,9342.81075599029
"1090",1090,3815.65743342154
"1091",1091,7869.38236827728
"1092",1092,6974.9758593882
"1093",1093,6567.30268039129
"1094",1094,5504.74159387085
"1095",1095,6422.31120699957
"1096",1096,7672.31970405116
"1097",1097,2487.86928412574
"1098",1098,1898.04451291835
"1099",1099,2027.89334988387
"1100",1100,683.374277746841
"1101",1101,328.268187966317
"1102",1102,685.897510661092
"1103",1103,1615.34366290945
"1104",1104,3035.71653688819
"1105",1105,1885.17626660636
"1106",1106,636.034710206961
"1107",1107,720.9314651022
"1108",1108,617.395213896371
"1109",1109,553.118448102849
"1110",1110,880.280897225268
"1111",1111,2175.07622037282
"1112",1112,3876.42984442892
"1113",1113,4369.64693442077
"1114",1114,3580.5643524963
"1115",1115,4847.65474435055
"1116",1116,2271.6873735471
"1117",1117,6855.3385812264
"1118",1118,7554.20901266841
"1119",1119,7631.82571961919
"1120",1120,5568.63271306359
"1121",1121,3988.44550933322
"1122",1122,3426.79150095611
"1123",1123,3686.85557891243
"1124",1124,3149.8867430826
"1125",1125,1295.31797515832
"1126",1126,0
