"","Element ID","/Layer_1/Native&Riparian Veg. Potential ET(AF/year)"
"717",717,185.719358612726
"718",718,31.9346675605999
"719",719,39.9515826446837
"720",720,77.0936567521748
"721",721,61.8124883078623
"722",722,53.2633141679508
"723",723,127.448242599232
"724",724,583.518394033148
"725",725,296.507277769105
"726",726,263.624139711471
"727",727,75.4705803206734
"728",728,159.812654805527
"729",729,161.488873744393
"730",730,264.667800115909
"731",731,205.96290962161
"732",732,139.260062052424
"733",733,92.8422286944527
"734",734,274.461962711982
"735",735,163.014246231594
"736",736,51.0321511525251
"737",737,77.1950071906123
"738",738,42.8288394147197
"739",739,191.838688006656
"740",740,256.205116347288
"741",741,231.538245171723
"742",742,328.065718514747
"743",743,291.158335782182
"744",744,302.293024237627
"745",745,130.378460135404
"746",746,357.172689029294
"747",747,181.729139498437
"748",748,77.2358709603518
"749",749,133.427421872259
"750",750,232.483585957864
"751",751,160.216449314853
"752",752,193.014524136315
"753",753,89.4727008895984
"754",754,216.837838271386
"755",755,187.664194252108
"756",756,379.359337332849
"757",757,421.57001400092
"758",758,157.083200009199
"759",759,338.233554351736
"760",760,201.963639104019
"761",761,333.108353232975
"762",762,456.447319983926
"763",763,376.52028996104
"764",764,328.352884744357
"765",765,169.15464635105
"766",766,238.237709839286
"767",767,282.543272739065
"768",768,290.854716917104
"769",769,404.625305099336
"770",770,282.993576718509
"771",771,232.574340643153
"772",772,245.569280467282
"773",773,392.888753524301
"774",774,318.409194708615
"775",775,218.120093510091
"776",776,128.06144660699
"777",777,2.67287868074396
"778",778,408.380800258764
"779",779,116.54126695116
"780",780,82.5412691445616
"781",781,119.673292337252
"782",782,208.281073917853
"783",783,324.451903809416
"784",784,282.572829677631
"785",785,459.22320762218
"786",786,194.267965403104
"787",787,452.939265901285
"788",788,176.92581555573
"789",789,162.541667302398
"790",790,500.038313903164
"791",791,344.020310446699
"792",792,517.142563459794
"793",793,418.497977794699
"794",794,737.813350812693
"795",795,102.269748003275
"796",796,459.215364990595
"797",797,1.54735042426358
"798",798,0
"799",799,231.891586082722
"800",800,169.830893324463
"801",801,225.489031464437
"802",802,113.235929388147
"803",803,140.688157881968
"804",804,167.644869663014
"805",805,179.518603159646
"806",806,225.812928734278
"807",807,46.0849059899098
"808",808,50.858004839458
"809",809,102.134147672253
"810",810,131.469555491663
"811",811,258.209217831769
"812",812,320.070207898888
"813",813,246.186659439738
"814",814,427.083424398768
"815",815,472.894833460646
"816",816,452.56707511428
"817",817,562.821361352699
"818",818,576.070834189069
"819",819,469.899119366857
"820",820,280.477332244125
"821",821,155.276280289319
"822",822,531.940899834403
"823",823,173.391260183267
"824",824,308.836363366693
"825",825,121.690201882873
"826",826,243.383196964054
"827",827,302.484815839163
"828",828,472.117997271761
"829",829,444.714005229442
"830",830,739.023828371582
"831",831,546.500325284836
"832",832,322.630356038072
"833",833,121.809591029893
"834",834,462.314103618956
"835",835,522.026365977961
"836",836,273.272114589648
"837",837,562.868614587946
"838",838,370.799782459456
"839",839,412.095293615693
"840",840,384.51192481228
"841",841,373.687508345571
"842",842,376.965316065137
"843",843,173.102409055177
"844",844,520.070371552683
"845",845,309.693852329659
"846",846,379.703145795243
"847",847,355.564876065695
"848",848,219.083735619544
"849",849,242.951015471553
"850",850,47.0195749238539
"851",851,65.008997593612
"852",852,314.272752223695
"853",853,344.604574921816
"854",854,192.505824064672
"855",855,85.1326338608007
"856",856,20.2407641305052
"857",857,38.1892157822259
"858",858,357.868709897775
"859",859,11.4454910326831
"860",860,16.1762800420781
"861",861,308.656071682832
"862",862,92.69400455622
"863",863,8.46105505863888
"864",864,157.976924196244
"865",865,49.9251491682459
"866",866,38.6861362561365
"867",867,96.0321803488139
"868",868,460.19322503715
"869",869,191.409582700809
"870",870,587.069575750363
"871",871,525.351245690918
"872",872,387.451449932987
"873",873,409.023607566159
"874",874,398.288969612779
"875",875,156.73358292135
"876",876,203.246540557442
"877",877,70.429387980953
"878",878,263.984225041168
"879",879,188.63750340579
"880",880,149.86882022428
"881",881,257.187840038681
"882",882,364.474619801784
"883",883,462.347793075994
"884",884,626.114540902665
"885",885,669.210784655372
"886",886,576.100518955613
"887",887,561.851226219868
"888",888,556.525647294184
"889",889,208.624592060249
"890",890,1033.40992712721
"891",891,768.345679295672
"892",892,223.708867617903
"893",893,145.602125553139
"894",894,202.724832465554
"895",895,92.9340241843572
"896",896,451.62724052453
"897",897,653.237005953343
"898",898,618.332243297888
"899",899,455.152043259552
"900",900,240.639885290249
"901",901,744.150284728906
"902",902,313.904867197158
"903",903,720.7225487635
"904",904,579.563140942693
"905",905,494.093345160003
"906",906,322.139536266012
"907",907,261.14059324389
"908",908,329.274688452991
"909",909,331.719920814419
"910",910,285.33145085011
"911",911,436.191602057835
"912",912,184.950461892163
"913",913,474.239661123097
"914",914,324.211070565906
"915",915,372.998340383253
"916",916,126.403715372913
"917",917,34.0566465018308
"918",918,19.8527691348272
"919",919,325.939459954978
"920",920,163.467261174427
"921",921,326.254114844754
"922",922,317.155149069787
"923",923,141.825936885366
"924",924,350.952110480598
"925",925,177.83537140267
"926",926,151.198623836555
"927",927,19.0035121858799
"928",928,155.795611350138
"929",929,72.3739866541761
"930",930,73.2482370833317
"931",931,12.8888327251999
"932",932,67.0912168350753
"933",933,50.6646026687127
"934",934,6.16181247756454
"935",935,49.027897377706
"936",936,50.4812056460248
"937",937,72.501222242569
"938",938,248.605673166132
"939",939,53.3552478764231
"940",940,59.6846942889905
"941",941,87.6364785836602
"942",942,129.36252046629
"943",943,98.9402918574721
"944",944,510.699769929159
"945",945,217.859372242867
"946",946,122.435921577518
"947",947,215.696441195133
"948",948,104.741074875338
"949",949,109.255631588139
"950",950,118.679952299505
"951",951,406.044876609727
"952",952,423.125765547239
"953",953,500.652773586835
"954",954,574.355787601099
"955",955,634.608623085069
"956",956,216.561286177764
"957",957,634.296113319935
"958",958,557.372532757162
"959",959,392.86287397717
"960",960,820.697278523104
"961",961,336.044502735679
"962",962,891.111184550837
"963",963,1360.55627959832
"964",964,322.216478934301
"965",965,689.523872305147
"966",966,738.511024403279
"967",967,666.106788666933
"968",968,244.621973196797
"969",969,764.315381762331
"970",970,693.47661661671
"971",971,482.228127031555
"972",972,120.148601277127
"973",973,19.8799487526735
"974",974,106.648025162204
"975",975,427.79800719549
"976",976,319.864912857623
"977",977,436.639449902033
"978",978,115.151812296871
"979",979,255.003805332715
"980",980,289.549400782172
"981",981,332.645515504892
"982",982,114.037196944797
"983",983,15.6621480068222
"984",984,75.022589305722
"985",985,86.4888820761404
"986",986,301.864591607105
"987",987,167.914780737554
"988",988,82.3919062934823
"989",989,84.9145656047318
"990",990,82.6662279594829
"991",991,649.354148905043
"992",992,424.15669059209
"993",993,185.203449638025
"994",994,153.469365763433
"995",995,232.372113233432
"996",996,0
"997",997,0
"998",998,186.43789272931
"999",999,90.7120278942999
"1000",1000,31.6529329453708
"1001",1001,58.7713260396622
"1002",1002,367.564170389557
"1003",1003,164.552413040159
"1004",1004,177.455445926943
"1005",1005,71.5238821728978
"1006",1006,67.1596396382957
"1007",1007,108.016082684159
"1008",1008,84.1637863523976
"1009",1009,219.237950858442
"1010",1010,138.516352291091
"1011",1011,405.215253661247
"1012",1012,336.456082491598
"1013",1013,201.245547527037
"1014",1014,626.804548199512
"1015",1015,524.505890081813
"1016",1016,724.529306608841
"1017",1017,670.771252535841
"1018",1018,282.419985212811
"1019",1019,646.08558159317
"1020",1020,553.616402231808
"1021",1021,748.622591614839
"1022",1022,1380.78025659598
"1023",1023,1327.13613289824
"1024",1024,1237.80107062064
"1025",1025,349.944931706728
"1026",1026,837.37849727111
"1027",1027,870.724382411886
"1028",1028,758.86274187669
"1029",1029,317.433347144757
"1030",1030,736.269472794141
"1031",1031,632.159322332667
"1032",1032,577.14869379375
"1033",1033,64.3065041134031
"1034",1034,318.261742595903
"1035",1035,320.758554609887
"1036",1036,202.880838433521
"1037",1037,542.542537603038
"1038",1038,360.685830342867
"1039",1039,430.1656750092
"1040",1040,469.70766655366
"1041",1041,150.440514219957
"1042",1042,314.022197364015
"1043",1043,292.122480657825
"1044",1044,202.104247827803
"1045",1045,86.1672455324505
"1046",1046,710.141437798239
"1047",1047,531.865554157294
"1048",1048,586.255757048918
"1049",1049,551.319753008737
"1050",1050,650.787392773739
"1051",1051,703.480675800258
"1052",1052,519.794914835687
"1053",1053,177.106979144201
"1054",1054,297.362847256832
"1055",1055,241.529822445952
"1056",1056,442.927977432794
"1057",1057,182.654987861136
"1058",1058,0
"1059",1059,0
"1060",1060,0
"1061",1061,0
"1062",1062,67.1915105669944
"1063",1063,257.769216690977
"1064",1064,55.9339204091237
"1065",1065,133.616099442788
"1066",1066,37.6625410020088
"1067",1067,163.590965607815
"1068",1068,265.632129549186
"1069",1069,222.957555347379
"1070",1070,289.881796592207
"1071",1071,320.592634828637
"1072",1072,454.25745021667
"1073",1073,448.008647390925
"1074",1074,239.890096069301
"1075",1075,317.939058755575
"1076",1076,357.290829406008
"1077",1077,548.577353765039
"1078",1078,585.500897855107
"1079",1079,545.410794743204
"1080",1080,365.15494019271
"1081",1081,225.281549789712
"1082",1082,204.118730778223
"1083",1083,112.594933137004
"1084",1084,301.770353783371
"1085",1085,506.996993893666
"1086",1086,700.217830658308
"1087",1087,1487.61913793017
"1088",1088,1565.1686053703
"1089",1089,1313.87572014511
"1090",1090,535.135259711983
"1091",1091,1104.68226083452
"1092",1092,976.559264883613
"1093",1093,926.598599043731
"1094",1094,861.732225806716
"1095",1095,856.571007267564
"1096",1096,901.645338667173
"1097",1097,363.297221693683
"1098",1098,297.354333106445
"1099",1099,311.459309835555
"1100",1100,163.884841970898
"1101",1101,97.736590958246
"1102",1102,93.9114935025624
"1103",1103,220.972068658954
"1104",1104,375.060289828772
"1105",1105,258.58785300899
"1106",1106,88.7708029321951
"1107",1107,100.827982124596
"1108",1108,82.6269999716739
"1109",1109,89.523461965072
"1110",1110,120.426078925324
"1111",1111,316.126256666109
"1112",1112,602.816219745805
"1113",1113,620.630526351087
"1114",1114,642.024241353459
"1115",1115,781.945273413611
"1116",1116,303.885907507716
"1117",1117,857.687485554658
"1118",1118,705.536661777102
"1119",1119,761.490492660594
"1120",1120,683.127337879934
"1121",1121,532.910898010972
"1122",1122,460.4617378831
"1123",1123,442.401910309298
"1124",1124,389.028865465112
"1125",1125,162.650900821121
"1126",1126,0
"1127",1127,0
"1128",1128,0
"1129",1129,223.158515255341
"1130",1130,142.644824079566
"1131",1131,85.0264109186633
"1132",1132,289.164246406663
"1133",1133,298.244185410267
"1134",1134,196.387803736541
"1135",1135,207.879096721594
"1136",1136,138.475970760138
"1137",1137,271.638695840255
"1138",1138,195.834778120923
"1139",1139,121.897127200586
"1140",1140,218.249597231779
"1141",1141,312.445566823898
"1142",1142,194.996004965062
"1143",1143,202.482225306545
"1144",1144,470.36201680996
"1145",1145,297.633029174671
"1146",1146,310.818683664781
"1147",1147,457.169544745906
"1148",1148,376.309370249686
"1149",1149,292.870949664683
"1150",1150,171.126444820005
"1151",1151,168.859379625779
"1152",1152,69.5068708854801
"1153",1153,335.63750953057
"1154",1154,107.060854090233
"1155",1155,233.735331205748
"1156",1156,203.936361622069
