"","Element ID","/Layer_1/Non-ponded Ag. Ending Storage (-)(AF/year)"
"9177",9177,10130.1497499509
"9178",9178,8453.93277651579
"9179",9179,1168.44601946676
"9180",9180,12850.7469380276
"9181",9181,9318.853396912
"9182",9182,11361.635989081
"9183",9183,9620.60076213196
"9184",9184,10177.5169052905
"9185",9185,7369.89353923551
"9186",9186,7673.98365057286
"9187",9187,5954.01271629377
"9188",9188,0
"9189",9189,0
"9190",9190,0
"9191",9191,0
"9192",9192,0
"9193",9193,0
"9194",9194,3103.12329466459
"9195",9195,2708.04619375649
"9196",9196,557.874048115002
"9197",9197,870.148312658392
"9198",9198,1303.98781742205
"9199",9199,1775.96674717111
"9200",9200,1814.62171270301
"9201",9201,3534.0542251327
"9202",9202,1610.87615969286
"9203",9203,825.083210662646
"9204",9204,1252.30651243731
"9205",9205,1589.12500342023
"9206",9206,2837.62404643268
"9207",9207,2875.43021250564
"9208",9208,2146.94583996882
"9209",9209,1217.17446985729
"9210",9210,317.992015863868
"9211",9211,749.169153496302
"9212",9212,1337.00534316942
"9213",9213,850.161861464987
"9214",9214,1062.68519763185
"9215",9215,413.680075791071
"9216",9216,1795.67485188259
"9217",9217,387.964792521981
"9218",9218,1186.53194938687
"9219",9219,572.862256213853
"9220",9220,459.902294223829
"9221",9221,816.616415462641
"9222",9222,703.825259217518
"9223",9223,918.231329896848
"9224",9224,1571.91632449576
"9225",9225,1118.27340886724
"9226",9226,2326.91379117401
"9227",9227,420.437444267401
"9228",9228,4911.3135000726
"9229",9229,4012.70366866418
"9230",9230,3877.45007361272
"9231",9231,458.524291797806
"9232",9232,198.672279730525
"9233",9233,559.872907562011
"9234",9234,254.538425288454
"9235",9235,748.535848216302
"9236",9236,371.130415028328
"9237",9237,1428.00973833821
"9238",9238,785.059122627912
"9239",9239,1217.83060894742
"9240",9240,1694.80427812559
"9241",9241,1056.64061610188
"9242",9242,178.297593184711
"9243",9243,1507.85018375433
"9244",9244,1155.10078750527
"9245",9245,161.863097854341
"9246",9246,721.036363640467
"9247",9247,2818.69059076222
"9248",9248,2550.90007859907
"9249",9249,3787.18176963376
"9250",9250,2811.14526091116
"9251",9251,817.282583486648
"9252",9252,796.539004582727
"9253",9253,1064.86475813073
"9254",9254,936.849466022755
"9255",9255,1521.84561037972
"9256",9256,5926.88979363175
"9257",9257,561.30027414408
"9258",9258,402.367424319367
"9259",9259,510.957606229887
"9260",9260,863.1644984175
"9261",9261,509.385582016251
"9262",9262,926.539648193022
"9263",9263,1190.57196662336
"9264",9264,2356.26993525261
"9265",9265,301.973642542914
"9266",9266,730.698453246246
"9267",9267,220.264392139341
"9268",9268,652.377524604498
"9269",9269,0
"9270",9270,0
"9271",9271,0
"9272",9272,0
"9273",9273,0
"9274",9274,0
"9275",9275,0
"9276",9276,0
"9277",9277,2944.27406923001
"9278",9278,3766.35187654094
"9279",9279,4375.43711822753
"9280",9280,1150.44797744724
"9281",9281,3982.53368569286
"9282",9282,9605.12225407792
"9283",9283,9960.53941175489
"9284",9284,10817.3374457707
"9285",9285,4735.85721005639
"9286",9286,7546.15831649098
"9287",9287,6220.71778036364
"9288",9288,1715.4429365135
"9289",9289,5444.90525899554
"9290",9290,4144.99224037105
"9291",9291,903.609022610804
"9292",9292,7343.01559115469
"9293",9293,7170.1811020572
"9294",9294,4490.75209485033
"9295",9295,9982.68964174793
"9296",9296,4100.13803159303
"9297",9297,9070.37654258099
"9298",9298,8993.26267396376
"9299",9299,6842.57710053991
"9300",9300,7382.25216679999
"9301",9301,9311.27139605693
"9302",9302,11211.6274128661
"9303",9303,7497.11810825686
"9304",9304,0
"9305",9305,0
"9306",9306,5331.05358950061
"9307",9307,3366.4609524679
"9308",9308,778.074055412217
"9309",9309,1991.12075597905
"9310",9310,794.311450595936
"9311",9311,1370.81135346975
"9312",9312,701.982671914706
"9313",9313,2494.24646577522
"9314",9314,1617.6627455272
"9315",9315,832.06752279616
"9316",9316,666.301830604552
"9317",9317,1142.09495596626
"9318",9318,2851.52179767234
"9319",9319,3166.37716305616
"9320",9320,1842.36892473915
"9321",9321,1697.78376278591
"9322",9322,0
"9323",9323,0
"9324",9324,0
"9325",9325,0
"9326",9326,0
"9327",9327,0
"9328",9328,118.131140583924
"9329",9329,1085.65552740331
"9330",9330,169.246052481183
"9331",9331,1393.86471884378
"9332",9332,3481.16197593995
"9333",9333,1717.44154698592
"9334",9334,3764.77814179093
"9335",9335,836.810606738553
"9336",9336,1800.39618294181
"9337",9337,253.657434835083
"9338",9338,580.883036936263
"9339",9339,1077.09760711106
"9340",9340,1100.8557499578
"9341",9341,3506.33799046927
"9342",9342,3374.6210481172
"9343",9343,443.294185637209
"9344",9344,354.152707039348
"9345",9345,754.586401585727
"9346",9346,530.71012762129
"9347",9347,321.625084345521
"9348",9348,648.434341741783
"9349",9349,1876.85266140716
"9350",9350,2148.60082298862
"9351",9351,1596.24468186025
"9352",9352,1012.55138756827
"9353",9353,3979.65901771111
"9354",9354,1482.59862210338
"9355",9355,2846.38358433118
"9356",9356,2921.83137863105
"9357",9357,1261.09134600586
"9358",9358,5422.82998200297
"9359",9359,245.290666956261
"9360",9360,872.306392460628
"9361",9361,973.119683122856
"9362",9362,1073.08826284404
"9363",9363,5726.18386217727
"9364",9364,1043.69403391585
"9365",9365,1271.25280268928
"9366",9366,592.560436545239
"9367",9367,541.752550178269
"9368",9368,446.000345507039
"9369",9369,558.982204124938
"9370",9370,1176.77778024077
"9371",9371,334.643439821641
"9372",9372,432.84891953668
"9373",9373,268.82867673593
"9374",9374,0
"9375",9375,37.6771228078607
"9376",9376,0
"9377",9377,0
"9378",9378,0
"9379",9379,0
"9380",9380,0
"9381",9381,0
"9382",9382,0
"9383",9383,0
"9384",9384,0
"9385",9385,0
"9386",9386,0
"9387",9387,0
"9388",9388,0
"9389",9389,0
"9390",9390,4121.45615943801
"9391",9391,3031.50077604899
"9392",9392,7170.66469533802
"9393",9393,2620.04967459375
"9394",9394,4666.24159780368
"9395",9395,2621.3414161829
"9396",9396,3623.80533845524
"9397",9397,1791.44907427303
"9398",9398,4413.58577044604
"9399",9399,4279.82957756656
"9400",9400,6544.08293888622
"9401",9401,3082.30876511532
"9402",9402,7079.14084689538
"9403",9403,5409.64044265485
"9404",9404,2490.55712904561
"9405",9405,568.815273493571
"9406",9406,2752.89419887437
"9407",9407,328.266708942339
"9408",9408,4073.13337971698
"9409",9409,3760.91263026923
"9410",9410,8214.21355949478
"9411",9411,0
"9412",9412,7738.98268203332
"9413",9413,7058.82127950968
"9414",9414,4319.52068196657
"9415",9415,8613.51510561089
"9416",9416,7339.51138567278
"9417",9417,8566.822154639
"9418",9418,8539.36111605104
"9419",9419,5831.50191670042
"9420",9420,9507.51908263343
"9421",9421,3081.77884607461
"9422",9422,6864.82088247791
"9423",9423,4941.96748448732
"9424",9424,5567.44758506032
"9425",9425,1134.09526328678
"9426",9426,1487.0090391728
"9427",9427,1042.83081031253
"9428",9428,535.35153429074
"9429",9429,908.035083836613
"9430",9430,952.676154924582
"9431",9431,1494.8816065377
"9432",9432,1064.24193041497
"9433",9433,677.039268907689
"9434",9434,3206.95712031371
"9435",9435,3091.44054096159
"9436",9436,4237.71103866763
"9437",9437,1426.312855248
"9438",9438,1835.75207643503
"9439",9439,1023.25195726228
"9440",9440,890.768306436245
"9441",9441,1057.70602361821
"9442",9442,1251.22840988423
"9443",9443,0
"9444",9444,0
"9445",9445,0
"9446",9446,0
"9447",9447,0
"9448",9448,467.945715925914
"9449",9449,1152.45588664451
"9450",9450,569.622633314529
"9451",9451,1363.54442398557
"9452",9452,1815.25554147217
"9453",9453,2543.91200946523
"9454",9454,3118.78637871318
"9455",9455,1324.78464091448
"9456",9456,1711.0434848
"9457",9457,854.059776598621
"9458",9458,533.056816155786
"9459",9459,1917.43537618097
"9460",9460,2929.19819165251
"9461",9461,3183.06524858711
"9462",9462,410.825161984149
"9463",9463,257.81568306112
"9464",9464,424.529575043618
"9465",9465,583.933770182514
"9466",9466,549.302183112657
"9467",9467,610.620773808611
"9468",9468,614.1486215919
"9469",9469,591.448883348632
"9470",9470,1215.30263691717
"9471",9471,890.408716680686
"9472",9472,686.099493886207
"9473",9473,617.043668135461
"9474",9474,509.034360373184
"9475",9475,683.125693007948
"9476",9476,451.228461432099
"9477",9477,330.46086429304
"9478",9478,694.564204042158
"9479",9479,23.3822926066187
"9480",9480,0
"9481",9481,77.2891659893408
"9482",9482,0
"9483",9483,404.449160295304
"9484",9484,0
"9485",9485,0
"9486",9486,0
"9487",9487,0
"9488",9488,0
"9489",9489,0
"9490",9490,0
"9491",9491,0
"9492",9492,0
"9493",9493,0
"9494",9494,0
"9495",9495,0
"9496",9496,0
"9497",9497,1638.3694354162
"9498",9498,0
"9499",9499,0
"9500",9500,0
"9501",9501,3346.53490409563
"9502",9502,2837.81484554006
"9503",9503,6944.41255106161
"9504",9504,0
"9505",9505,1569.49038541175
"9506",9506,1793.39413486931
"9507",9507,1747.7389297504
"9508",9508,2378.29907200067
"9509",9509,1038.99413975807
"9510",9510,2007.15465325914
"9511",9511,4772.27687436545
"9512",9512,1963.84441364229
"9513",9513,893.621743094269
"9514",9514,3858.9388283361
"9515",9515,2287.05698022599
"9516",9516,1914.85388303941
"9517",9517,1825.67923868371
"9518",9518,1692.20610434612
"9519",9519,1303.10835357024
"9520",9520,1257.02614172439
"9521",9521,2103.40148841987
"9522",9522,330.4866878015
"9523",9523,867.422175480927
"9524",9524,3219.35759479739
"9525",9525,3322.73810523738
"9526",9526,3262.81397758342
"9527",9527,0
"9528",9528,0
"9529",9529,0
"9530",9530,9229.65970839977
"9531",9531,7021.32265587815
"9532",9532,7173.49590513281
"9533",9533,3682.64588698495
"9534",9534,10134.8490912293
"9535",9535,6789.58189492785
"9536",9536,5131.68258401973
"9537",9537,1835.12907650206
"9538",9538,5216.57067690205
"9539",9539,1784.04194832467
"9540",9540,5723.05262126335
"9541",9541,551.979567043165
"9542",9542,995.844036201308
"9543",9543,635.771413756541
"9544",9544,272.021416883978
"9545",9545,1275.91029561979
"9546",9546,500.551686950816
"9547",9547,1032.46018907405
"9548",9548,720.152101630553
"9549",9549,1092.02299877634
"9550",9550,2306.6192943332
"9551",9551,920.447162753527
"9552",9552,559.58780200021
"9553",9553,979.746942243877
"9554",9554,892.565225471352
"9555",9555,478.776171374533
"9556",9556,732.09319976013
"9557",9557,452.03198570074
"9558",9558,1386.87215608209
"9559",9559,2511.45850629786
"9560",9560,2154.29847826324
"9561",9561,2945.60206325189
"9562",9562,1086.87750514975
"9563",9563,1429.10921100772
"9564",9564,1207.11746090995
"9565",9565,0
"9566",9566,0
"9567",9567,0
"9568",9568,429.091320322617
"9569",9569,227.315252562036
"9570",9570,958.290369922832
"9571",9571,220.109980859497
"9572",9572,216.980675472835
"9573",9573,942.131270410216
"9574",9574,281.613022965459
"9575",9575,1402.6840775761
"9576",9576,511.841249149246
"9577",9577,1597.41176495149
"9578",9578,1906.33747757102
"9579",9579,2197.21596340726
"9580",9580,1871.77882178268
"9581",9581,263.475606384822
"9582",9582,216.172174880274
"9583",9583,4621.37335894325
"9584",9584,244.664741287889
"9585",9585,1085.18524588973
"9586",9586,926.503442900197
"9587",9587,505.195668041668
"9588",9588,345.948571573409
"9589",9589,3563.13996934904
"9590",9590,524.519309459101
"9591",9591,1155.36107775276
"9592",9592,227.892329086624
"9593",9593,10.8577959249374
"9594",9594,51.5862905402782
"9595",9595,230.475698542514
"9596",9596,268.954838459156
"9597",9597,390.841577685964
"9598",9598,664.979863649026
"9599",9599,0
"9600",9600,0
"9601",9601,2375.73379935944
"9602",9602,0
"9603",9603,0
"9604",9604,0
"9605",9605,0
"9606",9606,0
"9607",9607,0
"9608",9608,164.481365294634
"9609",9609,0
"9610",9610,0
"9611",9611,0
"9612",9612,0
"9613",9613,575.344214483072
"9614",9614,2266.55148664136
"9615",9615,1075.07748311209
"9616",9616,2731.41616302247
"9617",9617,3117.18377088394
"9618",9618,0
"9619",9619,0
"9620",9620,0
"9621",9621,1170.70445195463
"9622",9622,541.829179324796
"9623",9623,2328.79344464764
"9624",9624,5476.82763750406
"9625",9625,4707.93092810432
"9626",9626,2854.14626629528
"9627",9627,3194.55876687361
"9628",9628,2079.85411884469
"9629",9629,1571.09852318509
"9630",9630,718.882105091935
"9631",9631,2002.78796437374
"9632",9632,492.417810577079
"9633",9633,2309.30021060222
"9634",9634,641.928458206327
"9635",9635,2485.37593800829
"9636",9636,3108.82868404658
"9637",9637,3398.37023912867
"9638",9638,1331.0755973686
"9639",9639,1995.23376458311
"9640",9640,1704.47179162072
"9641",9641,317.027358787275
"9642",9642,272.668566776851
"9643",9643,912.19729840941
"9644",9644,2764.31874793586
"9645",9645,3671.98753273448
"9646",9646,0
"9647",9647,0
"9648",9648,0
"9649",9649,0
"9650",9650,0
"9651",9651,0
"9652",9652,0
"9653",9653,8116.35940275356
"9654",9654,4864.8924669748
"9655",9655,10447.0395192353
"9656",9656,7875.19379968759
"9657",9657,2472.62350046888
"9658",9658,1932.56740383564
"9659",9659,838.723549559164
"9660",9660,1680.23774216021
"9661",9661,1174.04994246095
"9662",9662,1082.75900456776
"9663",9663,44.1414677302394
"9664",9664,54.2184465669444
"9665",9665,203.216205736781
"9666",9666,333.342255410159
"9667",9667,385.990167135169
"9668",9668,1361.03419858573
"9669",9669,1058.54762653648
"9670",9670,488.352576393633
"9671",9671,672.347377638981
"9672",9672,295.176330483606
"9673",9673,283.283638381617
"9674",9674,158.418487811879
"9675",9675,421.46991539847
"9676",9676,755.964279950035
"9677",9677,854.424065023933
"9678",9678,501.292018800902
"9679",9679,1639.74765194489
"9680",9680,1165.92913802426
"9681",9681,840.28081332666
"9682",9682,656.079382095302
"9683",9683,2440.25101892101
"9684",9684,4473.19510306927
"9685",9685,3270.64015043447
"9686",9686,2400.79486911296
"9687",9687,1483.45455279813
"9688",9688,402.627925353231
"9689",9689,251.690841408133
"9690",9690,234.815600583946
"9691",9691,715.251029985572
"9692",9692,634.93768829378
"9693",9693,1401.77996347865
"9694",9694,1457.80909921535
"9695",9695,977.60625430491
"9696",9696,171.580772108755
"9697",9697,617.760128816021
"9698",9698,1106.46306934222
"9699",9699,610.453408195584
"9700",9700,1226.21252733769
"9701",9701,715.478668469157
"9702",9702,1180.84159582717
"9703",9703,2582.91820730624
"9704",9704,313.684327218782
"9705",9705,5.20005881084215
"9706",9706,466.598763363347
"9707",9707,78.31274723666
"9708",9708,820.640290892595
"9709",9709,1065.3358414021
"9710",9710,662.395670144142
"9711",9711,508.721178750061
"9712",9712,862.070631091783
"9713",9713,883.454725273669
"9714",9714,771.008390559859
"9715",9715,177.279743821576
"9716",9716,194.759217786192
"9717",9717,0
"9718",9718,677.058286715793
"9719",9719,0
"9720",9720,0
"9721",9721,0
"9722",9722,510.805171983722
"9723",9723,423.709890727669
"9724",9724,0
"9725",9725,0
"9726",9726,0
"9727",9727,0
"9728",9728,0
"9729",9729,0
"9730",9730,0
"9731",9731,0
"9732",9732,223.351861994105
"9733",9733,172.821824724525
"9734",9734,0
"9735",9735,0
"9736",9736,0
"9737",9737,0
"9738",9738,1010.53996208156
"9739",9739,279.129654339199
"9740",9740,216.657309432936
"9741",9741,1702.56278452439
"9742",9742,1250.28626255035
"9743",9743,616.996319699029
"9744",9744,483.029167130202
"9745",9745,1530.76450202443
"9746",9746,2603.39064671701
"9747",9747,2222.87524908488
"9748",9748,4574.57025019692
"9749",9749,6161.25235940677
"9750",9750,6920.05016603513
"9751",9751,6888.98065208822
"9752",9752,7197.23220431283
"9753",9753,5728.81437526049
"9754",9754,2640.1816403948
"9755",9755,2468.60997172704
"9756",9756,5800.57362088558
"9757",9757,2719.69102612865
"9758",9758,5355.06507690039
"9759",9759,3487.11139546594
"9760",9760,7017.94569184044
"9761",9761,4738.25389572062
"9762",9762,2599.43937811065
"9763",9763,2502.31358007599
"9764",9764,1130.43996086628
"9765",9765,517.700280002738
"9766",9766,819.465146369193
"9767",9767,2377.1378921917
"9768",9768,261.598301839476
"9769",9769,435.445296238148
"9770",9770,1693.17890491438
"9771",9771,930.261842684593
"9772",9772,1310.1302770413
"9773",9773,1304.64264454381
"9774",9774,1641.41399052459
"9775",9775,3619.49657816206
"9776",9776,1393.89271978542
"9777",9777,0
"9778",9778,0
"9779",9779,0
"9780",9780,0
"9781",9781,0
"9782",9782,0
"9783",9783,4761.05278766378
"9784",9784,9507.80430174973
"9785",9785,8176.22725249314
"9786",9786,7137.6717995351
"9787",9787,734.847774223543
"9788",9788,1637.32572827369
"9789",9789,1286.87454399999
"9790",9790,961.661300797333
"9791",9791,135.276965214776
"9792",9792,146.480098989195
"9793",9793,1970.26136031126
"9794",9794,714.663776449565
"9795",9795,416.046524335112
"9796",9796,1214.44729435948
"9797",9797,160.804322925906
"9798",9798,1131.91059557616
"9799",9799,439.399682737396
"9800",9800,919.154258714905
"9801",9801,367.59526325456
"9802",9802,420.875357196081
"9803",9803,215.833281633071
"9804",9804,573.366465175291
"9805",9805,841.348807947863
"9806",9806,773.306296661789
"9807",9807,729.928708545065
"9808",9808,1467.01440603005
"9809",9809,738.922726753721
"9810",9810,1121.74985746231
"9811",9811,737.614934148223
"9812",9812,267.572854077761
"9813",9813,1958.1712209627
"9814",9814,1117.89207186035
"9815",9815,529.986011222624
"9816",9816,773.900334782606
"9817",9817,2683.26131578861
"9818",9818,2157.63744602338
"9819",9819,1540.33162340365
"9820",9820,851.137199713867
"9821",9821,1168.00112884311
"9822",9822,663.530048921334
"9823",9823,294.269171346001
"9824",9824,122.659533646178
"9825",9825,1277.42361227313
"9826",9826,405.619196541824
"9827",9827,1299.24361116463
"9828",9828,1133.10448598818
"9829",9829,587.60089939464
"9830",9830,335.718851628413
"9831",9831,2822.43001731844
"9832",9832,785.02842026738
"9833",9833,345.706036026775
"9834",9834,1125.85639615612
"9835",9835,2911.64037772749
"9836",9836,260.338429349929
"9837",9837,460.394498870648
"9838",9838,1495.76932094396
"9839",9839,1593.67486959483
"9840",9840,3088.09513459625
"9841",9841,0
"9842",9842,0
"9843",9843,0
"9844",9844,0
"9845",9845,0
"9846",9846,0
"9847",9847,0
"9848",9848,0
"9849",9849,0
"9850",9850,0
"9851",9851,0
"9852",9852,0
"9853",9853,0
"9854",9854,0
"9855",9855,0
"9856",9856,0
"9857",9857,0
"9858",9858,0
"9859",9859,0
"9860",9860,179.468088977231
"9861",9861,0
"9862",9862,0
"9863",9863,0
"9864",9864,0
"9865",9865,0
"9866",9866,1155.78961893218
"9867",9867,2672.28878636667
"9868",9868,2697.71835664147
"9869",9869,2151.87904141587
"9870",9870,1512.6904179006
"9871",9871,3267.95015758826
"9872",9872,2191.81021458276
"9873",9873,1632.21008046797
"9874",9874,0
"9875",9875,9863.34421561155
"9876",9876,7508.84190187924
"9877",9877,5834.64709074476
"9878",9878,7024.10337150247
"9879",9879,4998.2818178905
"9880",9880,5659.4459437716
"9881",9881,6494.7060263964
"9882",9882,2953.52090653661
"9883",9883,5524.57770162995
"9884",9884,7758.26846889669
"9885",9885,8681.58524829771
"9886",9886,4155.62755350733
"9887",9887,5616.65829423314
"9888",9888,3416.34844333177
"9889",9889,598.495645647388
"9890",9890,3216.31383896818
"9891",9891,286.23822613758
"9892",9892,3035.98035910655
"9893",9893,2664.57065347681
"9894",9894,899.163710213358
"9895",9895,1365.18635786031
"9896",9896,591.992970456699
"9897",9897,2336.91574456955
"9898",9898,1375.67974661202
"9899",9899,4046.62239431886
"9900",9900,0
"9901",9901,2643.07256566095
"9902",9902,4721.98767395769
"9903",9903,0
"9904",9904,5338.84332191012
"9905",9905,5821.44652197804
"9906",9906,2972.01450912276
"9907",9907,6697.3196818771
"9908",9908,5428.41306601807
"9909",9909,1851.60452227901
"9910",9910,1698.54305505261
"9911",9911,1005.77548709616
"9912",9912,59.7281146765367
"9913",9913,95.6449738563793
"9914",9914,1302.6277592474
"9915",9915,454.804953317211
"9916",9916,994.858903394617
"9917",9917,827.660347437434
"9918",9918,656.54009652406
"9919",9919,1289.24555162155
"9920",9920,1275.18987679971
"9921",9921,1231.15901398579
"9922",9922,995.545487728812
"9923",9923,387.674552879677
"9924",9924,525.843093951092
"9925",9925,697.236349735343
"9926",9926,642.001549748087
"9927",9927,397.245957499609
"9928",9928,1571.17069821566
"9929",9929,1702.84132572307
"9930",9930,1592.10257709773
"9931",9931,1023.93996902183
"9932",9932,1985.19152819338
"9933",9933,316.893563793138
"9934",9934,353.493213140197
"9935",9935,1068.03756159866
"9936",9936,1123.38819381536
"9937",9937,707.715618326084
"9938",9938,2296.76716849789
"9939",9939,1111.31361067455
"9940",9940,1341.21026983696
"9941",9941,2164.39775909226
"9942",9942,1798.8410000699
"9943",9943,398.045370971954
"9944",9944,1722.1448484147
"9945",9945,0
"9946",9946,0
"9947",9947,0
"9948",9948,0
"9949",9949,0
"9950",9950,0
"9951",9951,0
"9952",9952,0
"9953",9953,0
"9954",9954,0
"9955",9955,0
"9956",9956,0
"9957",9957,0
"9958",9958,0
"9959",9959,0
"9960",9960,0
"9961",9961,0
"9962",9962,0
"9963",9963,0
"9964",9964,0
"9965",9965,0
"9966",9966,0
"9967",9967,0
"9968",9968,0
"9969",9969,0
"9970",9970,0
"9971",9971,0
"9972",9972,0
"9973",9973,3991.82239356597
"9974",9974,2172.37410790748
"9975",9975,2256.63701032286
"9976",9976,0
"9977",9977,0
"9978",9978,0
"9979",9979,10413.4072687231
"9980",9980,8953.11284361289
"9981",9981,6008.91347175666
"9982",9982,8266.04337887155
"9983",9983,10463.5551795133
"9984",9984,9870.62785143846
"9985",9985,7959.79331147091
"9986",9986,6086.88873244612
"9987",9987,6291.04818325681
"9988",9988,6358.21168925145
"9989",9989,2539.75178913584
"9990",9990,642.314270518675
"9991",9991,3210.81977426798
"9992",9992,3955.1817645909
"9993",9993,7299.80712082003
"9994",9994,2889.32360881603
"9995",9995,824.995816930631
"9996",9996,633.601957456852
"9997",9997,632.502231323226
"9998",9998,2170.10642523226
"9999",9999,988.522420592951
"10000",10000,1102.50355129642
"10001",10001,426.107781893886
"10002",10002,2367.38112484002
"10003",10003,3683.26999012049
"10004",10004,6138.55156815342
"10005",10005,4581.76697461714
"10006",10006,5227.04592643416
"10007",10007,5066.96033921831
"10008",10008,4594.70429994371
"10009",10009,3550.72668420685
"10010",10010,1492.21885689861
"10011",10011,1235.78459699777
"10012",10012,855.468331481521
"10013",10013,130.576024901202
"10014",10014,396.253143516213
"10015",10015,967.353436138244
"10016",10016,551.327750951708
"10017",10017,1087.61135548617
"10018",10018,1510.04647640469
"10019",10019,2778.26329960035
"10020",10020,1459.65019826193
"10021",10021,1356.18783720211
"10022",10022,1519.59670933144
"10023",10023,254.11121304644
"10024",10024,1835.71981200106
"10025",10025,2511.30248386898
"10026",10026,2355.64720669481
"10027",10027,1335.5322295955
"10028",10028,0
"10029",10029,0
"10030",10030,3691.13192926892
"10031",10031,1254.61456212103
"10032",10032,1616.36336974214
"10033",10033,1813.12489118432
"10034",10034,2114.75657869955
"10035",10035,2124.06446635853
"10036",10036,2949.10412399838
"10037",10037,0
"10038",10038,0
"10039",10039,0
"10040",10040,0
"10041",10041,0
"10042",10042,0
"10043",10043,0
"10044",10044,0
"10045",10045,0
"10046",10046,0
"10047",10047,0
"10048",10048,0
"10049",10049,0
"10050",10050,0
"10051",10051,0
"10052",10052,0
"10053",10053,0
"10054",10054,0
"10055",10055,0
"10056",10056,0
"10057",10057,0
"10058",10058,0
"10059",10059,0
"10060",10060,0
"10061",10061,0
"10062",10062,0
"10063",10063,0
"10064",10064,0
"10065",10065,0
"10066",10066,0
"10067",10067,0
"10068",10068,0
"10069",10069,2938.09696818753
"10070",10070,0
"10071",10071,0
"10072",10072,8022.86204106119
"10073",10073,9958.97596266024
"10074",10074,9290.41758486061
"10075",10075,9680.79039590719
"10076",10076,8868.41927299003
"10077",10077,8237.25121018407
"10078",10078,9140.32174362115
"10079",10079,8326.25740760804
"10080",10080,6247.94290878676
"10081",10081,5991.09973582127
"10082",10082,5922.3662164489
"10083",10083,5866.89776436657
"10084",10084,6513.45501383443
"10085",10085,4265.34703575312
"10086",10086,1073.54113421628
"10087",10087,3908.11624334213
"10088",10088,8013.90507167828
"10089",10089,5097.07791680175
"10090",10090,2071.30195223452
"10091",10091,4695.58615312199
"10092",10092,1625.88144877194
"10093",10093,1986.69951563696
"10094",10094,2729.23599034595
"10095",10095,2184.43188813046
"10096",10096,529.775838884161
"10097",10097,305.450245651488
"10098",10098,1317.45272911556
"10099",10099,2023.686968837
"10100",10100,4419.91643946605
"10101",10101,4210.06574917078
"10102",10102,2702.32663088369
"10103",10103,3416.3266737414
"10104",10104,2175.88930273523
"10105",10105,4488.22110271109
"10106",10106,1287.9739193072
"10107",10107,3764.96200432862
"10108",10108,2837.57893437682
"10109",10109,911.980876674088
"10110",10110,907.512862425929
"10111",10111,147.749077597068
"10112",10112,101.848529389163
"10113",10113,324.855628968186
"10114",10114,436.322822649085
"10115",10115,1362.1996666645
"10116",10116,1724.60803951301
"10117",10117,1622.38053380157
"10118",10118,1016.705846157
"10119",10119,1179.566747033
"10120",10120,2059.32041705186
"10121",10121,610.40693396757
"10122",10122,1747.89131279168
"10123",10123,2579.22462810286
"10124",10124,2541.93028387697
"10125",10125,0
"10126",10126,1936.36577078514
"10127",10127,1549.64527194082
"10128",10128,1955.01480676683
"10129",10129,6695.80653646743
"10130",10130,0
"10131",10131,0
"10132",10132,0
"10133",10133,0
"10134",10134,0
"10135",10135,0
"10136",10136,0
"10137",10137,0
"10138",10138,0
"10139",10139,0
"10140",10140,0
"10141",10141,0
"10142",10142,0
"10143",10143,0
"10144",10144,0
"10145",10145,0
"10146",10146,0
"10147",10147,0
"10148",10148,0
"10149",10149,0
"10150",10150,0
"10151",10151,0
"10152",10152,0
"10153",10153,0
"10154",10154,0
"10155",10155,0
"10156",10156,0
"10157",10157,0
"10158",10158,0
"10159",10159,0
"10160",10160,0
"10161",10161,0
"10162",10162,0
"10163",10163,0
"10164",10164,0
"10165",10165,0
"10166",10166,0
"10167",10167,0
"10168",10168,5031.53359952219
"10169",10169,0
"10170",10170,7237.83545592129
"10171",10171,7668.92979678273
"10172",10172,8464.30575334224
"10173",10173,12240.852236812
"10174",10174,10629.653513302
"10175",10175,10516.3452155034
"10176",10176,8563.07250126181
"10177",10177,0
"10178",10178,0
"10179",10179,7267.83862117986
"10180",10180,8426.31221384072
"10181",10181,7747.62792839579
"10182",10182,9273.45344923996
"10183",10183,3608.07659642225
"10184",10184,8881.70034498053
"10185",10185,3804.53206034773
"10186",10186,3078.35725328177
"10187",10187,4545.00087017139
"10188",10188,3362.78878863697
"10189",10189,4412.29998945617
"10190",10190,1568.60330822621
"10191",10191,3041.87175800072
"10192",10192,1248.6409380914
"10193",10193,1773.53585708808
"10194",10194,879.282496883282
"10195",10195,361.586833064959
"10196",10196,1290.70810566587
"10197",10197,715.061976105846
"10198",10198,714.446775503897
"10199",10199,844.771649265045
"10200",10200,501.429889694755
"10201",10201,2594.62429623568
"10202",10202,776.036713973038
"10203",10203,3633.77615299017
"10204",10204,3610.30899451497
"10205",10205,2776.85337715717
"10206",10206,1195.38711394124
"10207",10207,3451.05275691869
"10208",10208,1467.80368443825
"10209",10209,1299.72195264933
"10210",10210,1791.09082004726
"10211",10211,1192.54663361322
"10212",10212,1387.65397353831
"10213",10213,2454.54274837266
"10214",10214,2209.62628658692
"10215",10215,3179.29369401337
"10216",10216,1790.69373424136
"10217",10217,781.845500361264
"10218",10218,797.046817867881
"10219",10219,1802.36524119334
"10220",10220,1465.98332420674
"10221",10221,3250.44630158544
"10222",10222,1553.00324679127
"10223",10223,1264.87926152892
"10224",10224,1754.08410570702
