"","Element ID","/Layer_1/Streams_Outflow (-)(AF/year)"
"426",426,3943.80559865438
"427",427,5142.47591948857
"428",428,6726.13745235512
"429",429,2806.37374355725
"430",430,4844.82737294719
"431",431,5569.18946499916
"432",432,0
"433",433,0
"434",434,521.150777581055
"435",435,530.119263298839
"436",436,0
"437",437,0
"438",438,1693.51656720473
"439",439,857.610706314645
"440",440,646.414123411262
"441",441,0
"442",442,0
"443",443,6627.63879972897
"444",444,3850.78375347494
"445",445,2944.49891655174
"446",446,881.45260582624
"447",447,1937.62894210043
"448",448,1818.71454233503
"449",449,2443.11421266205
"450",450,0
"451",451,0
"452",452,462.027115878079
"453",453,443.848052419368
"454",454,0
"455",455,44.9869855152453
"456",456,158.352464781376
"457",457,53.4215251290828
"458",458,0
"459",459,519.218964925044
"460",460,493.128240546632
"461",461,322.285580827791
"462",462,0
"463",463,0
"464",464,0
"465",465,2117.16533382132
"466",466,3923.09990219745
"467",467,5402.46567024086
"468",468,0
"469",469,2023.66294351799
"470",470,2252.61071949094
"471",471,0
"472",472,869.255141855096
"473",473,708.388615013721
"474",474,184.604309484265
"475",475,204.909554193623
"476",476,74.8445809873938
"477",477,520.355154192202
"478",478,213.978731467806
"479",479,484.806753073962
"480",480,0
"481",481,0
"482",482,0
"483",483,0
"484",484,5233.61822915225
"485",485,4220.9069563329
"486",486,0
"487",487,367.242244532617
"488",488,3.69188170816458
"489",489,1043.50912739503
"490",490,445.239211891831
"491",491,631.007822073175
"492",492,836.031530041625
"493",493,2218.66801710262
"494",494,1538.39922177747
"495",495,0
"496",496,0
"497",497,0
"498",498,0
"499",499,0
"500",500,37.792656566622
"501",501,858.980358618272
"502",502,956.479194353018
"503",503,39.3719174341919
"504",504,26.4028402265863
"505",505,442.861082612804
"506",506,2187.04063229827
"507",507,0
"508",508,406.707197132312
"509",509,2554.87247223091
"510",510,0
"511",511,2212.1731013273
"512",512,286.017418341132
"513",513,2220.86471921808
"514",514,3264.67945885555
"515",515,2093.57756642924
"516",516,2072.35466558583
"517",517,3189.62716841759
"518",518,3212.35278138697
"519",519,0
"520",520,0
"521",521,739.618282741236
"522",522,575.280628516184
"523",523,1414.29556868956
"524",524,1559.01529078767
"525",525,2567.20567270293
"526",526,4585.2653339273
"527",527,11864.1919528188
"528",528,8032.17886683625
"529",529,9366.13394094692
"530",530,11837.0795189224
"531",531,10570.3321218989
"532",532,5099.12417352649
"533",533,0
"534",534,9683.73609097561
"535",535,9498.42314402631
"536",536,4260.14394324517
"537",537,4572.97972306296
"538",538,1408.52399399202
"539",539,830.065622051811
"540",540,57.5759162410109
"541",541,60.2946851655203
"542",542,112.297476708344
"543",543,140.864070304196
"544",544,381.326566743733
"545",545,2253.31755935108
"546",546,408.340746276024
"547",547,273.741274811083
"548",548,409.408360449025
"549",549,1005.40782667336
"550",550,1781.4873233745
"551",551,3151.30007114038
"552",552,30748.6785252406
"553",553,31938.7521281207
"554",554,15613.9195776862
"555",555,6693.67672573329
"556",556,488.057789388134
"557",557,897.243273583908
"558",558,121.914389229501
"559",559,149.378471433929
"560",560,242.214642708196
"561",561,1804.86902115168
"562",562,1982.07057400828
"563",563,1406.52446303065
"564",564,179.293632742212
"565",565,229.072563300384
"566",566,315.210916717861
"567",567,724.658855672759
"568",568,1293.04535011472
"569",569,4891.31759888617
"570",570,3676.57989869794
"571",571,0
"572",572,0
"573",573,0
"574",574,0
"575",575,0
"576",576,0.526783270384798
"577",577,0.632954872491288
"578",578,0.420679062902238
"579",579,0.642380955385981
"580",580,504.427613645355
"581",581,194.859291838122
"582",582,0
"583",583,0
"584",584,0
"585",585,0
"586",586,0
"587",587,0
"588",588,0.049483785613093
"589",589,0.0647817009845296
"590",590,300.25858242824
"591",591,106.60313479342
"592",592,0
"593",593,0
"594",594,0
"595",595,0
"596",596,0
"597",597,0
"598",598,0
"599",599,0
"600",600,0
"601",601,0
"602",602,0
"603",603,0
"604",604,0
"605",605,0
"606",606,0
"607",607,0
"608",608,1.3063510295267
"609",609,1.09181544433942
"610",610,4242.78679268386
"611",611,14363.2308333563
"612",612,11161.082261375
"613",613,7371.10056263732
"614",614,5780.53346513176
"615",615,3556.32840843859
"616",616,1946.92059573109
"617",617,3037.31133380753
"618",618,0
"619",619,0
"620",620,0
"621",621,1.9804903805179
"622",622,0
"623",623,0
"624",624,0
"625",625,12775.3397410827
"626",626,12605.1992971903
"627",627,5591.66271708393
"628",628,10845.5188352553
"629",629,6417.55543574932
"630",630,4488.64399081432
"631",631,2685.12490385294
"632",632,2354.35147981678
"633",633,2955.58686002896
"634",634,0
"635",635,26538.9521588697
"636",636,34819.911924208
"637",637,5574.8741401042
"638",638,0
"639",639,0
"640",640,0
"641",641,0
"642",642,0
"643",643,0
"644",644,0
"645",645,26439.3871519297
"646",646,30501.9193203785
"647",647,16344.3711279998
"648",648,16113.1555002435
"649",649,12802.6307131974
"650",650,17169.1089150437
"651",651,0
"652",652,0
"653",653,0
"654",654,0
"655",655,0
"656",656,19585.4603378609
"657",657,13100.8954710641
"658",658,9839.23865093571
"659",659,10241.8010554846
"660",660,0
"661",661,26274.8834484589
"662",662,45978.0427074484
"663",663,17916.951542262
"664",664,15422.822786805
"665",665,15140.5124386731
"666",666,20149.2060575708
"667",667,13999.3573529565
"668",668,6543.29298047591
"669",669,7624.29720733023
"670",670,0
"671",671,28640.572595124
"672",672,31017.6776064993
"673",673,0
"674",674,0
"675",675,0
"676",676,0
"677",677,0
"678",678,0
"679",679,0
"680",680,4226.43435691439
"681",681,13978.076101391
"682",682,2971.24088467671
"683",683,13855.6886978234
"684",684,16147.7458975425
"685",685,0
"686",686,0
"687",687,0
"688",688,0
"689",689,0
"690",690,0
"691",691,0
"692",692,2680.8392774437
"693",693,20844.5953248492
"694",694,21013.3027895016
"695",695,12476.4284664622
"696",696,19904.9919251779
"697",697,18651.159543841
"698",698,10989.6461103562
"699",699,6003.95595853139
"700",700,4463.73252846493
"701",701,1959.1584083149
"702",702,11457.7101335883
"703",703,18626.3929422834
"704",704,10003.6779700667
"705",705,11902.0339027311
"706",706,12624.3425936419
"707",707,9702.9177913042
"708",708,5831.06586631356
"709",709,5618.54815662326
"710",710,2596.03372857413
"711",711,94.4511438700591
"712",712,7871.31915190793
"713",713,3243.91527520402
"714",714,5175.09417441083
"715",715,3736.37843568693
"716",716,6867.50640839605
"717",717,3605.53411140565
"718",718,0
"719",719,0
"720",720,0
"721",721,0
"722",722,0
"723",723,0
"724",724,0
"725",725,0
"726",726,0
"727",727,2656.85823562822
"728",728,7506.51456798576
"729",729,6411.48142722307
"730",730,6890.05812397722
"731",731,0
"732",732,3358.06983509436
"733",733,6506.92555508685
"734",734,0
"735",735,0
"736",736,0
"737",737,0
"738",738,4006.28816506573
"739",739,4063.04464892585
"740",740,2299.57964741679
"741",741,809.327764103097
"742",742,4544.56809830469
"743",743,7205.65364513474
"744",744,6124.43153495276
"745",745,4373.41731427183
"746",746,2400.46217004294
"747",747,1239.20996551892
"748",748,0
"749",749,0
"750",750,0
"751",751,0
"752",752,1174.38571964252
"753",753,2033.78615719867
"754",754,4991.7560771923
"755",755,4151.04446490074
"756",756,894.365486848744
"757",757,193.913648409182
"758",758,1017.03720039045
"759",759,499.801735532978
"760",760,108.045404835015
"761",761,123.75344604156
"762",762,6780.75678361293
"763",763,2460.25373268518
"764",764,783.776109098502
"765",765,1623.34216712965
"766",766,36.4546054742945
"767",767,96.0379240659319
"768",768,25.928178911932
"769",769,436.200165404515
"770",770,211.627297270528
"771",771,50.2094677655106
"772",772,112.074460423856
"773",773,0
"774",774,0
"775",775,0
"776",776,0
"777",777,0
"778",778,0
"779",779,0
"780",780,1904.28725640656
"781",781,3509.97920306421
"782",782,2717.82949816322
"783",783,2278.46615596748
"784",784,422.550373771604
"785",785,745.9763794952
"786",786,382.966654492476
"787",787,187.904229104021
"788",788,76.2742629039139
"789",789,92.4550635562185
"790",790,221.798074073476
"791",791,0
"792",792,3106.13094617247
"793",793,0
"794",794,0
"795",795,0
"796",796,0
"797",797,0
"798",798,0
"799",799,0
"800",800,844.733628164696
"801",801,1962.35841370738
"802",802,8185.22273091256
"803",803,3858.64358116625
"804",804,3715.84616506455
"805",805,4609.37533896087
"806",806,4171.60248285577
"807",807,2803.03997642223
"808",808,1490.24734491689
"809",809,3826.12432329205
"810",810,1185.03894739832
"811",811,1816.91212312634
"812",812,2238.31667353093
"813",813,552.818864057072
"814",814,352.869051503175
"815",815,207.294889902559
"816",816,197.72384809885
"817",817,313.056956912763
"818",818,0
"819",819,0
"820",820,0
"821",821,0
"822",822,0
"823",823,197.05920697074
"824",824,155.52005472538
"825",825,361.825871499024
"826",826,395.223411490691
"827",827,656.4024144896
"828",828,0
"829",829,0
"830",830,0
"831",831,6931.54601761083
"832",832,3828.60739503663
"833",833,1114.03329717007
"834",834,1524.88588431914
"835",835,228.4256163804
"836",836,132.558325232567
"837",837,238.423287775172
"838",838,386.895448970656
"839",839,650.963530563388
"840",840,0
"841",841,0
"842",842,0
"843",843,0
"844",844,0
"845",845,8583.22107003253
"846",846,0
"847",847,0
"848",848,9523.64796836963
"849",849,6535.04154756892
"850",850,8928.66665411576
"851",851,1210.78281704694
"852",852,1675.78927743265
"853",853,0
"854",854,0
"855",855,0
"856",856,0
"857",857,0
"858",858,0
"859",859,0
"860",860,0
"861",861,0
"862",862,0
"863",863,0
"864",864,0
"865",865,0
"866",866,0
"867",867,0
"868",868,0
"869",869,3957.0363868486
"870",870,2861.43700298123
"871",871,3838.68805963653
"872",872,1031.83542847857
"873",873,703.866096473752
"874",874,927.384464820268
"875",875,627.622710009637
"876",876,4204.37999497912
"877",877,4079.53651719278
"878",878,3069.84983919092
"879",879,1614.53293150982
"880",880,2566.25838602518
"881",881,0
"882",882,0
"883",883,0
"884",884,0
"885",885,966.464399983161
"886",886,1299.17194886597
"887",887,5.88086637311405
"888",888,121.472346054837
"889",889,950.00593049629
"890",890,3339.62109435159
"891",891,3397.390463994
"892",892,1368.63105656877
"893",893,1760.14113064691
"894",894,818.868178933634
"895",895,1450.53420206392
"896",896,0
"897",897,0
"898",898,0
"899",899,0
"900",900,149.442390465591
"901",901,115.928634696309
"902",902,0
"903",903,0
"904",904,0
"905",905,0
"906",906,29.0331287083031
"907",907,114.150718916349
"908",908,141.282798839466
"909",909,0
"910",910,0
"911",911,0
"912",912,0
"913",913,0
"914",914,0
"915",915,0
"916",916,0
"917",917,0
"918",918,0
"919",919,0
"920",920,0
"921",921,0
"922",922,108.611019722063
"923",923,148.616725099782
"924",924,0
"925",925,0
"926",926,0
"927",927,0
"928",928,0
"929",929,0
"930",930,0
"931",931,0
"932",932,0
"933",933,0
"934",934,0
"935",935,0
"936",936,0
"937",937,0
"938",938,0
"939",939,46.924904896586
"940",940,38.8795963400222
"941",941,0
"942",942,0
"943",943,0
"944",944,0
"945",945,0
"946",946,0
"947",947,0
"948",948,12.7222064137814
"949",949,9.82239904071933
"950",950,0
"951",951,0
"952",952,0
"953",953,0
"954",954,46.6460258407195
"955",955,58.1975405945327
"956",956,2.33050272564591
"957",957,0
"958",958,0
"959",959,0
"960",960,0
"961",961,0
"962",962,241.958194397904
"963",963,163.439885229179
"964",964,0
"965",965,0
"966",966,0
"967",967,0
"968",968,0
"969",969,0
"970",970,0
"971",971,0
"972",972,0
"973",973,0
"974",974,0
"975",975,0
"976",976,0
"977",977,157.228635523893
"978",978,122.861300546431
"979",979,0
"980",980,0
"981",981,0
"982",982,0
"983",983,0
"984",984,0
"985",985,0
"986",986,5087.13527916416
"987",987,2205.25068260469
"988",988,5699.84074786329
"989",989,1921.73468491062
"990",990,4045.20200309495
"991",991,0
"992",992,0
"993",993,0
"994",994,0
"995",995,7.78414227301034
"996",996,10.8477568256776
"997",997,0
"998",998,0
"999",999,0
"1000",1000,0
"1001",1001,0
"1002",1002,0
"1003",1003,0
"1004",1004,0
"1005",1005,0
"1006",1006,0
"1007",1007,0
"1008",1008,0
"1009",1009,0
"1010",1010,0
"1011",1011,22.5204313529183
"1012",1012,495.823179159081
"1013",1013,712.478305924248
"1014",1014,0
"1015",1015,0
"1016",1016,0
"1017",1017,0
"1018",1018,1360.79658939676
"1019",1019,3017.50780102041
"1020",1020,9954.91670283791
"1021",1021,7984.81327573429
"1022",1022,5392.48598790608
"1023",1023,3036.3928536583
"1024",1024,0
"1025",1025,0
"1026",1026,0
"1027",1027,0
"1028",1028,31.3643710825415
"1029",1029,485.520895184184
"1030",1030,316.084021240175
"1031",1031,322.22441976761
"1032",1032,174.617438485143
"1033",1033,510.886865702693
"1034",1034,1109.59422259782
"1035",1035,0
"1036",1036,0
"1037",1037,0
"1038",1038,0
"1039",1039,45.2306672629374
"1040",1040,252.410361165217
"1041",1041,400.574079013525
"1042",1042,431.523502534506
"1043",1043,151.697609329609
"1044",1044,267.678667335721
"1045",1045,2501.19352063923
"1046",1046,3361.15129843123
"1047",1047,5114.11936185563
"1048",1048,3935.29684970154
"1049",1049,0
"1050",1050,0
"1051",1051,0
"1052",1052,0
"1053",1053,0
"1054",1054,671.423777242698
"1055",1055,1359.61330350959
"1056",1056,0
"1057",1057,0
"1058",1058,0
"1059",1059,256.956242560999
"1060",1060,0
"1061",1061,0
"1062",1062,0
"1063",1063,0
"1064",1064,0
"1065",1065,0
"1066",1066,0
"1067",1067,0
"1068",1068,0
"1069",1069,994.2487657597
"1070",1070,743.81587693957
"1071",1071,0
"1072",1072,0
"1073",1073,0
"1074",1074,0
"1075",1075,0
"1076",1076,0
"1077",1077,0
"1078",1078,0
"1079",1079,0
"1080",1080,0
"1081",1081,2486.51606796121
"1082",1082,772.882253836107
"1083",1083,3199.64530902951
"1084",1084,765.542159318594
"1085",1085,0
"1086",1086,0
"1087",1087,0
"1088",1088,0
"1089",1089,0
"1090",1090,0
"1091",1091,0
"1092",1092,0
"1093",1093,0
"1094",1094,0
"1095",1095,1990.0515244527
"1096",1096,4099.76012035028
"1097",1097,0
"1098",1098,5193.73745981858
"1099",1099,7136.35679908166
"1100",1100,0
"1101",1101,1065.87387637295
"1102",1102,2756.0911275026
"1103",1103,6780.44598100634
"1104",1104,4095.27208574255
"1105",1105,5458.41230720123
"1106",1106,0
"1107",1107,0
"1108",1108,119.578272992769
"1109",1109,91.5621790040342
"1110",1110,2015.35392313975
"1111",1111,7291.5666571383
"1112",1112,7252.56538795137
"1113",1113,2268.2714422814
"1114",1114,2816.58116574691
"1115",1115,1895.49814908539
"1116",1116,3301.2990409253
"1117",1117,2701.80023732589
"1118",1118,0
"1119",1119,0
"1120",1120,0
"1121",1121,8763.5287590973
"1122",1122,5158.40456630632
"1123",1123,406.097951952375
"1124",1124,2131.89575512345
"1125",1125,1017.16927042209
"1126",1126,0
"1127",1127,0
"1128",1128,0
"1129",1129,3721.82438631186
"1130",1130,7314.97754861625
"1131",1131,3989.18889688948
"1132",1132,4130.01356740415
"1133",1133,3382.47300697493
"1134",1134,5238.7929839483
"1135",1135,10477.4963326241
"1136",1136,5665.74496861232
"1137",1137,520.406110515888
"1138",1138,76.939390715902
"1139",1139,18.7609739056738
"1140",1140,0
"1141",1141,0
"1142",1142,0
"1143",1143,0
"1144",1144,0
"1145",1145,1903.42903888215
"1146",1146,7388.2214682048
"1147",1147,2085.03161344791
"1148",1148,8699.96678910122
"1149",1149,6420.87068512744
"1150",1150,6517.56260965965
"1151",1151,7158.20725524339
"1152",1152,8188.08475417607
"1153",1153,3094.90386095555
"1154",1154,3681.55848722976
"1155",1155,2263.93870826164
"1156",1156,539.637475691915
"1157",1157,1781.13804527347
"1158",1158,434.542212116232
"1159",1159,0
"1160",1160,0
"1161",1161,0
"1162",1162,0
"1163",1163,76.3866718517194
"1164",1164,63.054420181941
"1165",1165,974.618755368795
"1166",1166,949.566418455402
"1167",1167,0
"1168",1168,0
"1169",1169,0
"1170",1170,0
"1171",1171,0
"1172",1172,1.32797818490223
"1173",1173,2.08675715598803
"1174",1174,0
"1175",1175,0
"1176",1176,0
"1177",1177,0
"1178",1178,0
"1179",1179,0
"1180",1180,0
"1181",1181,0
"1182",1182,0
"1183",1183,0
"1184",1184,0
"1185",1185,0
"1186",1186,234.555314065466
"1187",1187,362.851428331783
"1188",1188,59.9762736168184
"1189",1189,5.4743885122311
"1190",1190,6.08949514773762
"1191",1191,0
"1192",1192,0
"1193",1193,0
"1194",1194,0
"1195",1195,0
"1196",1196,0
"1197",1197,0
"1198",1198,0
"1199",1199,471.562929182783
"1200",1200,561.779299674061
"1201",1201,36.4666386943667
"1202",1202,0.865305310528146
"1203",1203,0.677167468952458
"1204",1204,0
"1205",1205,39.4362229277387
"1206",1206,34.0714814160717
"1207",1207,0.988597232644563
"1208",1208,1.16917707437744
"1209",1209,0
"1210",1210,0
"1211",1211,0
"1212",1212,0
"1213",1213,0
"1214",1214,0
"1215",1215,0
"1216",1216,0
"1217",1217,0
"1218",1218,0
"1219",1219,0
"1220",1220,0
"1221",1221,0
"1222",1222,0
"1223",1223,0
"1224",1224,0
"1225",1225,0
"1226",1226,0
"1227",1227,0
"1228",1228,0
"1229",1229,0
"1230",1230,0
"1231",1231,0
"1232",1232,0
"1233",1233,0
"1234",1234,0
"1235",1235,0
"1236",1236,0
"1237",1237,0
"1238",1238,0
"1239",1239,0
"1240",1240,0
"1241",1241,0
"1242",1242,0
"1243",1243,0
"1244",1244,0
"1245",1245,0
"1246",1246,152.615462878408
"1247",1247,128.731931662612
"1248",1248,0
"1249",1249,0
"1250",1250,0
"1251",1251,0
"1252",1252,0
"1253",1253,0
"1254",1254,0
"1255",1255,0
"1256",1256,0
"1257",1257,0
"1258",1258,0
"1259",1259,0
"1260",1260,0
"1261",1261,0
"1262",1262,0
"1263",1263,183.140787256874
"1264",1264,144.919632058004
"1265",1265,0
"1266",1266,0
"1267",1267,0
"1268",1268,102.791394890386
"1269",1269,102.123556293383
"1270",1270,0
"1271",1271,0
"1272",1272,0
"1273",1273,0
"1274",1274,0
"1275",1275,0
"1276",1276,0
"1277",1277,0
"1278",1278,0
"1279",1279,0
"1280",1280,191.744946091289
"1281",1281,269.578760792487
"1282",1282,0
"1283",1283,0
"1284",1284,0
"1285",1285,0
"1286",1286,0
"1287",1287,0
"1288",1288,0
"1289",1289,0
"1290",1290,0
"1291",1291,0
