"","Element ID","/Layer_1/Deep Percolation_Inflow (+)(AF/year)"
"545",545,7326.57453606306
"546",546,8661.27096778972
"547",547,19707.5296754875
"548",548,6273.45596701751
"549",549,8086.04479108555
"550",550,7867.37809990973
"551",551,2862.87724409842
"552",552,19461.8076468582
"553",553,19974.4403618134
"554",554,14502.4117783763
"555",555,8090.75365485728
"556",556,11096.1732200405
"557",557,11270.0343970227
"558",558,17830.6369297052
"559",559,22158.7757142262
"560",560,37095.0613034727
"561",561,11054.0490843274
"562",562,2701.0659950808
"563",563,607.305769996426
"564",564,770.945239283484
"565",565,7670.30310138019
"566",566,23900.1453586529
"567",567,10816.671020914
"568",568,4659.97450959798
"569",569,960.822883690351
"570",570,4458.72475855342
"571",571,2174.4504223088
"572",572,1203.94200906775
"573",573,10286.9408690047
"574",574,5303.84152323319
"575",575,1468.89844262965
"576",576,7929.33139593801
"577",577,24554.562190548
"578",578,2672.55085577934
"579",579,12390.6705462806
"580",580,9810.68432025673
"581",581,14008.9482231945
"582",582,12076.2708494835
"583",583,1002.89442133384
"584",584,1091.70472890228
"585",585,8059.74774568999
"586",586,9840.03868008808
"587",587,108.037478365702
"588",588,3014.80225989128
"589",589,6435.75039603973
"590",590,9527.98801873458
"591",591,18174.8071414685
"592",592,12986.5167166102
"593",593,17339.021202357
"594",594,2008.38340248403
"595",595,8092.36817904764
"596",596,8021.33476589068
"597",597,3790.12145480957
"598",598,379.612039458981
"599",599,18629.518145265
"600",600,13785.0282669374
"601",601,4915.09423509897
"602",602,1572.57869525982
"603",603,0.00458857892871258
"604",604,0.00485011318510586
"605",605,177.138467335932
"606",606,3405.12366397648
"607",607,5555.31323019742
"608",608,2947.58328815725
"609",609,25201.9355265875
"610",610,28202.7542408322
"611",611,25258.439593738
"612",612,16266.9585072046
"613",613,11743.6497315626
"614",614,20090.1060950858
"615",615,7450.68405126498
"616",616,3302.21526713354
"617",617,1783.58793895997
"618",618,1.57432365334658e-06
"619",619,1152.09748350262
"620",620,290.552631970692
"621",621,1650.32370258796
"622",622,233.315042377641
"623",623,881.793188076333
"624",624,23311.292625722
"625",625,15305.0096678264
"626",626,19872.6345967651
"627",627,6421.16502065021
"628",628,24346.8997578151
"629",629,16007.5046131755
"630",630,22845.705039186
"631",631,16117.5320240935
"632",632,8985.38211459845
"633",633,6645.67898317156
"634",634,27127.9265785966
"635",635,30445.2467905557
"636",636,12977.0854404633
"637",637,25346.158742281
"638",638,4937.72937329857
"639",639,5978.554381202
"640",640,11216.1064384994
"641",641,10360.3103550417
"642",642,11389.5951735204
"643",643,4660.30024122529
"644",644,10135.6891595641
"645",645,24139.3096016617
"646",646,15595.1714559231
"647",647,13662.9937849968
"648",648,24221.4793845936
"649",649,6306.85543258655
"650",650,20548.3171233434
"651",651,3624.51944464841
"652",652,12481.84753754
"653",653,9183.39704273516
"654",654,11109.8735077689
"655",655,3460.75347811723
"656",656,24228.4472319213
"657",657,16423.3924625377
"658",658,12369.9001130165
"659",659,5368.5644263044
"660",660,10481.2053876649
"661",661,19212.0651689965
"662",662,13436.0366076971
"663",663,29244.7369379539
"664",664,23617.0647750382
"665",665,21911.1616653175
"666",666,18268.9355002662
"667",667,10007.5217205514
"668",668,4748.47239157877
"669",669,6010.33203945934
"670",670,16382.298234527
"671",671,11965.2857802112
"672",672,4536.31724578121
"673",673,17754.0561393893
"674",674,19046.6207342287
"675",675,22153.0258794626
"676",676,7526.97674491738
"677",677,17106.0974076887
"678",678,7151.83214211469
"679",679,3331.60065012161
"680",680,23250.886104011
"681",681,25058.3167425525
"682",682,6359.59037623691
"683",683,16529.0909886621
"684",684,9169.96598136476
"685",685,32460.3356491263
"686",686,27259.6180132494
"687",687,32448.3315867061
"688",688,13914.7859370314
"689",689,7946.58331292795
"690",690,5683.64903879722
"691",691,4352.28007490819
"692",692,14287.5421251823
"693",693,22163.137983014
"694",694,16993.1618114709
"695",695,20256.278303518
"696",696,12783.8300427237
"697",697,18319.6817076441
"698",698,28648.9497591214
"699",699,13335.1991370082
"700",700,19298.8597677836
"701",701,10299.4527050967
"702",702,2057.66846768336
"703",703,8632.25777511717
"704",704,7955.10622759182
"705",705,8949.95245871242
"706",706,13343.7783178919
"707",707,14772.2785403348
"708",708,12111.0304780179
"709",709,7704.37177836163
"710",710,5815.52203811892
"711",711,8055.16229265183
"712",712,3056.69435470367
"713",713,38.3755779441538
"714",714,4624.91700443952
"715",715,1524.6338961062
"716",716,7226.38552978672
"717",717,11642.5386662831
"718",718,13143.4279172345
"719",719,10631.899594343
"720",720,3262.95601972826
"721",721,1671.15369704183
"722",722,3165.62012848978
"723",723,6944.32192747466
"724",724,560.839316194517
"725",725,39.928408397063
"726",726,49.5734195266794
"727",727,155.232515409217
"728",728,5014.92144715514
"729",729,1315.68653990977
"730",730,11953.0022371674
"731",731,10929.2888993916
"732",732,3853.97540999106
"733",733,16813.7006554887
"734",734,9682.8111487669
"735",735,4045.89011000832
"736",736,2310.40487128843
"737",737,2532.79399575813
"738",738,11110.4606842637
"739",739,8856.58229359275
"740",740,4262.25127535949
"741",741,1956.10103710273
"742",742,1041.75722456659
"743",743,3096.37562926618
"744",744,3586.34263322712
"745",745,9235.29237079624
"746",746,4865.07655285183
"747",747,2977.43048859074
"748",748,7798.81726887845
"749",749,661.175890278454
"750",750,516.101270611616
"751",751,935.23072305175
"752",752,1127.41860068889
"753",753,2662.11768435897
"754",754,1357.88244153764
"755",755,3194.02921505106
"756",756,2927.96340661049
"757",757,1779.95562103504
"758",758,15828.392476664
"759",759,15510.8735881678
"760",760,4059.630949821
"761",761,1322.37088748631
"762",762,6055.4035021693
"763",763,1556.17748308948
"764",764,120.268026695411
"765",765,500.868849512665
"766",766,183.97232124241
"767",767,269.784805230564
"768",768,144.465470708079
"769",769,2562.00539294123
"770",770,1015.99767768333
"771",771,1269.16462051445
"772",772,2258.74590040685
"773",773,11378.0071922841
"774",774,1152.27160953568
"775",775,2372.93281770771
"776",776,2807.28740599295
"777",777,19331.2134853994
"778",778,7971.552280244
"779",779,6830.68685994371
"780",780,1878.69295777984
"781",781,2223.95563559738
"782",782,272.716842012423
"783",783,1330.07899207596
"784",784,1565.38298242234
"785",785,5026.35059262648
"786",786,3312.91818018261
"787",787,7938.72040230631
"788",788,3264.64600076091
"789",789,1523.97508266963
"790",790,2491.32474961696
"791",791,10606.6790748629
"792",792,13349.1062396414
"793",793,6238.78578401358
"794",794,8373.98371283609
"795",795,544.176912837356
"796",796,7.89375525029418
"797",797,199.156484223551
"798",798,1767.794257857
"799",799,8502.11328113047
"800",800,7405.00405109766
"801",801,9177.16074390599
"802",802,2279.3782809354
"803",803,10016.896156711
"804",804,13065.8098924822
"805",805,4072.48818207129
"806",806,1068.72408719859
"807",807,5839.06125766045
"808",808,2253.50746535428
"809",809,1543.57225183495
"810",810,22703.9027345691
"811",811,8169.27285302969
"812",812,1569.91541587437
"813",813,16317.0645021056
"814",814,15647.6613942025
"815",815,7098.4350682201
"816",816,3226.3047338535
"817",817,2391.86541343664
"818",818,18123.5373072236
"819",819,12009.928272605
"820",820,7756.14105481729
"821",821,5924.6617466775
"822",822,4544.11424283218
"823",823,8005.125132965
"824",824,18186.4141274136
"825",825,7101.82239330022
"826",826,8999.66110685435
"827",827,6471.91001419209
"828",828,742.80140132466
"829",829,883.769177306446
"830",830,2499.85301432067
"831",831,18362.0919188353
"832",832,1378.34142410301
"833",833,657.937916103243
"834",834,1246.60012397089
"835",835,8447.2952723421
"836",836,19840.18581278
"837",837,8588.09849771017
"838",838,6311.55648083993
"839",839,4722.66581989831
"840",840,398.759615132077
"841",841,5576.83304224395
"842",842,10259.4369420269
"843",843,760.8515574161
"844",844,1999.08787330347
"845",845,31985.5383851145
"846",846,3757.82244596743
"847",847,712.05955912978
"848",848,21904.3509970758
"849",849,5208.45113789324
"850",850,9139.90464094193
"851",851,1786.61298075059
"852",852,2835.10385640265
"853",853,2857.64035287113
"854",854,15969.8991008956
"855",855,15970.5415365432
"856",856,7444.91199898522
"857",857,2271.50913070929
"858",858,14492.9265058681
"859",859,12512.4668986295
"860",860,3048.31527004371
"861",861,6184.81547454746
"862",862,4728.3369220971
"863",863,958.747355945797
"864",864,213.126257160074
"865",865,6209.69594397138
"866",866,5224.93154209437
"867",867,4403.56963976461
"868",868,1021.32071548506
"869",869,6017.61713474921
"870",870,3300.12472815509
"871",871,14984.8637810234
"872",872,4622.48204909036
"873",873,6787.39439939611
"874",874,6576.93133476048
"875",875,5632.84569765652
"876",876,52179.9842211361
"877",877,43491.3048776957
"878",878,25765.3373899093
"879",879,9735.60072152256
"880",880,11275.1384847675
"881",881,15515.9341980243
"882",882,9382.02756344784
"883",883,952.27160197629
"884",884,1552.55964126592
"885",885,1908.10277266369
"886",886,9508.29618527645
"887",887,621.25226792086
"888",888,1515.75014460856
"889",889,9124.39715408012
"890",890,29591.5401757849
"891",891,13520.56861922
"892",892,502.108628066455
"893",893,2666.06078090373
"894",894,1939.07440736071
"895",895,3736.35194583908
"896",896,11284.9138035799
"897",897,4961.85879186254
"898",898,728.934188076292
"899",899,929.226550158385
"900",900,1330.03127365775
"901",901,1073.12565811502
"902",902,12657.395518027
"903",903,2674.34027281643
"904",904,361.16278242306
"905",905,870.356791196336
"906",906,490.004012679461
"907",907,594.024983392056
"908",908,3082.84139949287
"909",909,2294.79004876804
"910",910,7270.48277889287
"911",911,19790.4362541676
"912",912,8316.89028501655
"913",913,1682.15937932501
"914",914,4014.34366250503
"915",915,5154.37701730652
"916",916,1200.78613236608
"917",917,3529.64415906255
"918",918,8148.3843810321
"919",919,1306.34577754579
"920",920,370.591672990518
"921",921,394.756177621367
"922",922,725.662143885953
"923",923,2314.1243219068
"924",924,1177.9491641829
"925",925,8198.87791524504
"926",926,18174.7206414813
"927",927,7061.7829888835
"928",928,23028.8957406033
"929",929,3932.47531993562
"930",930,7045.87933213498
"931",931,4303.97431195104
"932",932,1624.08862424845
"933",933,623.138880404971
"934",934,317.788844780832
"935",935,12779.8873558309
"936",936,2014.3204370167
"937",937,508.873895076794
"938",938,626.145260839693
"939",939,123.684942783878
"940",940,2582.71880281436
"941",941,708.835813252174
"942",942,329.303433019638
"943",943,8116.97939148991
"944",944,7850.95909704481
"945",945,331.472253112869
"946",946,744.629976627369
"947",947,30.12553225001
"948",948,495.519670122811
"949",949,1574.71679616107
"950",950,15670.0247446957
"951",951,7178.83049092412
"952",952,820.630525834693
"953",953,544.976836255163
"954",954,0.00327896500039174
"955",955,1887.08613682439
"956",956,3271.1092055566
"957",957,2550.37727124876
"958",958,15109.6900527747
"959",959,2750.58109920079
"960",960,233.608285422661
"961",961,32.124614593033
"962",962,1802.4123489165
"963",963,1953.26540673663
"964",964,1675.67128093579
"965",965,7210.47470236875
"966",966,9083.46459252009
"967",967,18445.9429218405
"968",968,9186.1725012229
"969",969,6039.33283078286
"970",970,11390.5082510877
"971",971,16270.6713564923
"972",972,2174.25597684912
"973",973,10494.7830669286
"974",974,244.387617598963
"975",975,1395.54294241046
"976",976,912.79587783448
"977",977,2068.53469389702
"978",978,4578.1902758799
"979",979,14783.0189286582
"980",980,5282.4906268005
"981",981,5935.4351882546
"982",982,9606.30509043562
"983",983,11254.1310025971
"984",984,8485.04815730047
"985",985,4169.16542210986
"986",986,12146.2947398982
"987",987,2367.42574567154
"988",988,4963.25900030682
"989",989,3808.46644656777
"990",990,9776.91763387372
"991",991,12089.7959295022
"992",992,9851.04448285551
"993",993,7808.16173887798
"994",994,1198.73781233632
"995",995,2177.00196595918
"996",996,1109.14181436476
"997",997,12543.3107029635
"998",998,5538.88758511914
"999",999,6226.34979818893
"1000",1000,10296.392360236
"1001",1001,10290.6328886373
"1002",1002,6193.42345970398
"1003",1003,2396.56860120532
"1004",1004,2214.383386545
"1005",1005,4865.66946885311
"1006",1006,6267.61833217547
"1007",1007,18955.9850290377
"1008",1008,12068.8540169242
"1009",1009,5351.25692312423
"1010",1010,1859.62432467967
"1011",1011,7122.02626614963
"1012",1012,7405.87140987714
"1013",1013,14049.2095841218
"1014",1014,4706.08234185166
"1015",1015,4458.48896497713
"1016",1016,5578.14485561175
"1017",1017,9529.93460517216
"1018",1018,9598.37353398007
"1019",1019,7557.92818348364
"1020",1020,11277.3940292716
"1021",1021,6995.34731760612
"1022",1022,9339.05065367889
"1023",1023,3933.76034092454
"1024",1024,17576.4429054719
"1025",1025,13739.0462012733
"1026",1026,8242.82693883078
"1027",1027,581.225266418651
"1028",1028,1212.14577000493
"1029",1029,5298.54156570346
"1030",1030,2752.19177030197
"1031",1031,12169.1164922209
"1032",1032,6774.5643771427
"1033",1033,8523.32896146944
"1034",1034,4739.61590192076
"1035",1035,14989.6947516014
"1036",1036,7945.16108584637
"1037",1037,4560.21136524788
"1038",1038,1231.59428372848
"1039",1039,0.207149366828495
"1040",1040,4188.48922070982
"1041",1041,7132.58036563188
"1042",1042,9228.79405641466
"1043",1043,5965.51995820544
"1044",1044,1702.37502122651
"1045",1045,7672.03606364374
"1046",1046,7826.52700124723
"1047",1047,6657.70176933466
"1048",1048,8936.85542976377
"1049",1049,1694.08134342389
"1050",1050,7533.39127321739
"1051",1051,20065.6041866812
"1052",1052,3790.20521767933
"1053",1053,3016.62929057053
"1054",1054,4798.61289431921
"1055",1055,8154.72010898374
"1056",1056,2455.04246968413
"1057",1057,4034.03144827391
"1058",1058,2386.1623868017
"1059",1059,513.564961134529
"1060",1060,993.612132373437
"1061",1061,3834.14599645047
"1062",1062,13510.3117714278
"1063",1063,10620.7825495347
"1064",1064,4075.29923080762
"1065",1065,572.097223783861
"1066",1066,36890.0415946317
"1067",1067,7381.86722082463
"1068",1068,0.630392710711638
