"","Element ID","/Layer_2/Subsidence_Outflow (-)(AF/year)"
"1",1,0.165005845772671
"2",2,0.254681478591468
"3",3,0.813916636772427
"4",4,0.279599492360345
"5",5,0.30492150680399
"6",6,0.451815027599979
"7",7,0.564558303873662
"8",8,0.607100400287817
"9",9,0.707227789146622
"10",10,1.39522647371754
"11",11,0.161280025339416
"12",12,0.470104637816537
"13",13,0.447258437926566
"14",14,0.381799311736693
"15",15,1.04611692122036
"16",16,1.23347899308419
"17",17,0.641524734310645
"18",18,0.412488042268791
"19",19,0.803582286149108
"20",20,1.42749574401444
"21",21,0.858501198826613
"22",22,0.328640769222551
"23",23,0.74806376177591
"24",24,0.217372934454152
"25",25,0.498198586375609
"26",26,0.517519247387472
"27",27,1.93094297893501
"28",28,1.34906119904289
"29",29,0.976325337467408
"30",30,0.484635001432372
"31",31,0.628247174416092
"32",32,0.624787551456332
"33",33,0.610860528288818
"34",34,0.809749851055947
"35",35,1.39555397059177
"36",36,1.06688813849463
"37",37,0.396856781479211
"38",38,0.375657307140772
"39",39,0.575298753914179
"40",40,0.846292144060159
"41",41,0.606332593750111
"42",42,1.0948416649413
"43",43,1.3751325218104
"44",44,0.510195428695019
"45",45,0.294899041348932
"46",46,0.546247118033684
"47",47,0.196181212464582
"48",48,0.327031670188096
"49",49,0.233723375837355
"50",50,0.191291227098061
"51",51,0.227447567719306
"52",52,0.816783439637504
"53",53,1.02337298202715
"54",54,0.484023302672694
"55",55,0.100621595273584
"56",56,0.110123359346055
"57",57,0.101390867650154
"58",58,0.210637205509037
"59",59,0.461447706725599
"60",60,0.955592228502323
"61",61,1.02993337051852
"62",62,2.2954460959625
"63",63,2.20306220472415
"64",64,1.61600715937799
"65",65,0.674684276530234
"66",66,0.885374151500853
"67",67,1.12648606497175
"68",68,2.33953913617707
"69",69,1.77953809884611
"70",70,3.10790480677965
"71",71,1.45680116001983
"72",72,0.386107417884018
"73",73,0.82691396855827
"74",74,1.37715568869466
"75",75,1.49210275812049
"76",76,1.85995359719826
"77",77,1.4033146636382
"78",78,0.624539637683195
