"","Element ID","/Layer_1/Streams_Inflow (+)(AF/year)"
"325",325,16.9348336656741
"326",326,47.6369657386167
"327",327,0
"328",328,0
"329",329,0
"330",330,0
"331",331,8.33061809730319
"332",332,4.789406757578
"333",333,0.200848823263194
"334",334,0
"335",335,0
"336",336,0
"337",337,0
"338",338,0
"339",339,0
"340",340,0
"341",341,0
"342",342,0
"343",343,0
"344",344,0
"345",345,0
"346",346,0
"347",347,0
"348",348,0
"349",349,0
"350",350,0
"351",351,0
"352",352,0
"353",353,0
"354",354,0
"355",355,0
"356",356,0.139469224920662
"357",357,0
"358",358,2.37245259552516
"359",359,141.231740281423
"360",360,152.289550285102
"361",361,7.49195889813723
"362",362,18.3419522268743
"363",363,54.6021992738027
"364",364,39.4217241538998
"365",365,0
"366",366,0
"367",367,0
"368",368,21.8647456825141
"369",369,17.5768290766554
"370",370,32.7666733272393
"371",371,13.6309412275103
"372",372,22.7133474884437
"373",373,43.2990833787618
"374",374,33.7579161807572
"375",375,21.5984094658441
"376",376,11.5402875279804
"377",377,6.30562599493731
"378",378,69.8313244471222
"379",379,121.014747322802
"380",380,181.117839533645
"381",381,0
"382",382,0
"383",383,0
"384",384,0
"385",385,0
"386",386,0
"387",387,0
"388",388,0
"389",389,0
"390",390,0
"391",391,0
"392",392,0
"393",393,0
"394",394,0
"395",395,0
"396",396,883.597189997372
"397",397,0
"398",398,0
"399",399,0
"400",400,0
"401",401,0
"402",402,0
"403",403,0
"404",404,0
"405",405,0
"406",406,0
"407",407,0
"408",408,0
"409",409,0
"410",410,0
"411",411,0
"412",412,0
"413",413,0
"414",414,0
"415",415,0
"416",416,0
"417",417,0
"418",418,0
"419",419,34.8079900454279
"420",420,31.0308731964765
"421",421,52.3670083375389
"422",422,19.8233419114153
"423",423,0
"424",424,139.898239898679
"425",425,7.84500564659663
"426",426,21.7737478495134
"427",427,13.6196485023494
"428",428,48.2854569727167
"429",429,74.9990879147019
"430",430,116.452277012846
"431",431,0
"432",432,0
"433",433,0
"434",434,0
"435",435,0
"436",436,0
"437",437,0
"438",438,0
"439",439,0
"440",440,0
"441",441,0
"442",442,0
"443",443,0
"444",444,0
"445",445,1749.00056501114
"446",446,0
"447",447,0
"448",448,0
"449",449,0
"450",450,0
"451",451,0
"452",452,0
"453",453,0
"454",454,0
"455",455,0
"456",456,0
"457",457,0
"458",458,0
"459",459,0
"460",460,0
"461",461,0
"462",462,0
"463",463,0
"464",464,0
"465",465,0
"466",466,0
"467",467,0
"468",468,0
"469",469,0
"470",470,0
"471",471,0
"472",472,0
"473",473,0
"474",474,0
"475",475,5.00583607642758
"476",476,134.595362889998
"477",477,5.6803769527014
"478",478,3.87563462652946
"479",479,0
"480",480,1.45254099909163
"481",481,4.25719383964388
"482",482,0
"483",483,0
"484",484,0
"485",485,0
"486",486,0
"487",487,0
"488",488,0
"489",489,0
"490",490,0
"491",491,0
"492",492,0
"493",493,0
"494",494,0
"495",495,844.087290158379
"496",496,0
"497",497,0
"498",498,0
"499",499,0
"500",500,0
"501",501,0
"502",502,0
"503",503,0
"504",504,0
"505",505,0
"506",506,0
"507",507,0
"508",508,0
"509",509,0
"510",510,0
"511",511,0
"512",512,0
"513",513,0
"514",514,0
"515",515,0
"516",516,0
"517",517,0
"518",518,0
"519",519,0
"520",520,0
"521",521,0
"522",522,0
"523",523,0
"524",524,0
"525",525,0
"526",526,4.73149978576746
"527",527,2.09908875924154
"528",528,3.55859158457778
"529",529,5.85933684741034
"530",530,8.49365730961064
"531",531,0
"532",532,0
"533",533,0
"534",534,0
"535",535,0
"536",536,0
"537",537,0
"538",538,0
"539",539,0
"540",540,0
"541",541,0
"542",542,407.644612440521
"543",543,0
"544",544,0
"545",545,0
"546",546,0
"547",547,66.2129274804515
"548",548,0
"549",549,0
"550",550,0
"551",551,0
"552",552,0
"553",553,0
"554",554,0
"555",555,0
"556",556,369.220772233307
"557",557,0
"558",558,0
"559",559,0
"560",560,0
"561",561,0
"562",562,0
"563",563,0
"564",564,0
"565",565,0
"566",566,0
"567",567,0
"568",568,0
"569",569,0
"570",570,0
"571",571,0
"572",572,0
"573",573,0
"574",574,0
"575",575,0
"576",576,0
"577",577,0
"578",578,0
"579",579,0
"580",580,0
"581",581,0
"582",582,0
"583",583,0
"584",584,5.10663064232468
"585",585,2.67935222409562
"586",586,2.68815306607971
"587",587,0
"588",588,0
"589",589,0
"590",590,0
"591",591,0
"592",592,0
"593",593,0
"594",594,0
"595",595,0
"596",596,2341.16965362235
"597",597,0
"598",598,0
"599",599,8.68626130901815
"600",600,366.261771768341
"601",601,104.177656524277
"602",602,53.0774591660135
"603",603,8.30457449715607
"604",604,0
"605",605,0
"606",606,0
"607",607,37.1067146310013
"608",608,0
"609",609,0
"610",610,0
"611",611,0
"612",612,0
"613",613,0
"614",614,0
"615",615,599.350567191235
"616",616,584.428366998532
"617",617,628.197243483209
"618",618,203.186862267272
"619",619,164.385382298722
"620",620,15.005609011259
"621",621,51.9738908387503
"622",622,0
"623",623,0
"624",624,0
"625",625,0
"626",626,0
"627",627,0
"628",628,0
"629",629,0
"630",630,2.67971407429505
"631",631,0
"632",632,0
"633",633,0
"634",634,0
"635",635,0
"636",636,0
"637",637,0
"638",638,0
"639",639,0
"640",640,0
"641",641,0
"642",642,0
"643",643,0
"644",644,0
"645",645,0
"646",646,0
"647",647,0
"648",648,0
"649",649,0
"650",650,0
"651",651,6.70175461805659
"652",652,5.85066878717052
"653",653,8.57844532055516
"654",654,3.39777349140175
"655",655,0
"656",656,0
"657",657,0
"658",658,0
"659",659,0
"660",660,86.5306789980156
"661",661,0
"662",662,176.504300217036
"663",663,306.538119593265
"664",664,1280.38516461704
"665",665,352.593287433622
"666",666,1125.13659642013
"667",667,530.618223151116
"668",668,1788.61548499729
"669",669,18.5212475575515
"670",670,33.0538572986038
"671",671,6.51949117908493
"672",672,0
"673",673,46.0889579421237
"674",674,47.3466959158075
"675",675,20.0043660923895
"676",676,39.964174721779
"677",677,470.658968358954
"678",678,0
"679",679,0
"680",680,0
"681",681,129.432327171712
"682",682,0
"683",683,71.3473556611652
"684",684,70.3411038170973
"685",685,48.8642728047997
"686",686,15.7064152804
"687",687,293.336870952353
"688",688,313.452295350877
"689",689,2.01453484662279
"690",690,6.37737448098722
"691",691,7.0919236722096
"692",692,3.15838027238221
"693",693,3.81141593882176
"694",694,0
"695",695,4.27726275531061
"696",696,15.627593923058
"697",697,5.66525459468651
"698",698,10.7227604789981
"699",699,40.0854870936035
"700",700,328.791418281687
"701",701,0
"702",702,0
"703",703,0
"704",704,0
"705",705,0
"706",706,0
"707",707,0
"708",708,9.90709757305048
"709",709,12.6579718554931
"710",710,232.683245804415
"711",711,125.043956229889
"712",712,61.6766855297004
"713",713,7.80341050346314
"714",714,0
"715",715,0
"716",716,11.3369493613177
"717",717,4.51193864368494
"718",718,5.1853279933427
"719",719,0
"720",720,0
"721",721,0
"722",722,0
"723",723,0
"724",724,22.2431238490062
"725",725,14.5544499434006
"726",726,5.95582530459036
"727",727,5.3598579649537
"728",728,4.40469423617776
"729",729,0
"730",730,0
"731",731,0
"732",732,42.8541200801105
"733",733,100.940486773168
"734",734,74.4749961138575
"735",735,41.3543006899787
"736",736,2.06327732441682
"737",737,155.600889973447
"738",738,70.9416556466537
"739",739,29.4331632882348
"740",740,4.25483055017661
"741",741,0
"742",742,0
"743",743,0
"744",744,0
"745",745,0
"746",746,0
"747",747,93.6354768284828
"748",748,28.3883373568328
"749",749,103.271213835375
"750",750,1463.5498094576
"751",751,0
"752",752,99.3212257261031
"753",753,31.7855538097151
"754",754,15.1772562531123
"755",755,0
"756",756,0
"757",757,495.644697353555
"758",758,247.717199660949
"759",759,171.786317253303
"760",760,0.540802712610069
"761",761,7.6822131422284
"762",762,7.89910914407294
"763",763,7.38782247170746
"764",764,4.68234705946225
"765",765,10.6083993303937
"766",766,0
"767",767,0
"768",768,297.114530781722
"769",769,498.043433614214
"770",770,309.368708251232
"771",771,0
"772",772,87.8200681300644
"773",773,91.7758440451276
"774",774,143.665079636288
"775",775,42.5754478150373
"776",776,70.9094598236157
"777",777,5.19876990022795
"778",778,47.3795269827314
"779",779,7.49843686723619
"780",780,57.3160108425856
"781",781,79.107652410575
"782",782,18.5304306688534
"783",783,109.147767418275
"784",784,74.7792076254194
"785",785,36.5993585663857
"786",786,10.7108972270847
"787",787,22.1684712141499
"788",788,17.8945947043089
"789",789,10.9659649501653
"790",790,18.1077177379702
"791",791,6.82244135056627
"792",792,7.93662637417951
"793",793,7.37530575241337
"794",794,8.00319183128522
"795",795,0
"796",796,7.35912590225738
"797",797,0
"798",798,0
"799",799,16.607663661382
"800",800,14.8414151600805
